CustomerID,Recency,Frequency,Monetary,TotalOrders,TotalItems,FirstPurchase,LastPurchase,Country,UniqueProducts,AvgOrderValue,R_Score,F_Score,M_Score,RFM_Score,Weighted_RFM_Score,RF_Score,Segment,Cluster,PCA_1,PCA_2
10145,64,14,576.84,14,41,2024-04-17 09:32:00,2025-03-08 21:27:00,Italy,7,41.2,3,3,3,9,9.3,33,High Potential,0,-0.31685653642662637,-0.17037115416491821
10146,25,33,790.87,33,49,2024-03-03 15:45:00,2025-04-16 18:29:00,Spain,11,23.97,5,5,4,14,14.5,55,VIP Customers,3,-1.3247420724973538,-0.23005826286093772
10147,87,14,278.05,14,22,2024-02-07 22:47:00,2025-02-14 14:50:00,Italy,9,19.86,2,3,2,7,7.3,23,Occasional Buyers,0,0.2137098052561236,-0.12473689339889564
10148,14,34,933.0,34,68,2024-02-14 15:10:00,2025-04-28 08:17:00,France,11,27.44,5,5,4,14,14.5,55,VIP Customers,3,-1.5092390718415263,-0.30046226671655163
10149,87,59,1876.3,59,112,2024-02-08 13:55:00,2025-02-14 10:48:00,Italy,12,31.8,2,5,5,12,12.5,25,At-Risk Customers,3,-1.6516467690543184,1.0376582025634349
10150,54,27,1077.78,27,49,2024-02-17 20:42:00,2025-03-19 09:40:00,Netherlands,11,39.92,4,4,4,12,12.4,44,VIP Customers,3,-1.1200643867791453,0.153162694042576
10151,3,27,1366.22,27,63,2024-02-27 14:42:00,2025-05-09 08:37:00,Germany,9,50.6,5,4,5,14,14.4,54,VIP Customers,3,-1.6277387815457227,-0.3982997719976672
10152,217,3,62.12,3,5,2024-04-28 17:43:00,2024-10-07 10:03:00,Netherlands,3,20.71,1,1,1,3,3.1,11,Lost Customers,2,2.832165149868192,0.47841920706454405
10153,127,15,606.66,15,33,2024-05-02 13:05:00,2025-01-05 12:05:00,Germany,10,40.44,2,3,3,8,8.3,23,At-Risk Customers,1,0.0999382153491723,0.6481035371856041
10154,29,27,1003.09,27,60,2024-03-01 16:29:00,2025-04-12 19:36:00,France,12,37.15,5,4,4,13,13.4,54,VIP Customers,3,-1.277669397561639,-0.17860010015760888
10155,178,2,30.67,2,2,2024-09-23 22:32:00,2024-11-14 18:11:00,Spain,2,15.34,1,1,1,3,3.1,11,Lost Customers,2,3.061868395346686,-0.3399129759095097
10157,120,1,7.22,1,1,2025-01-11 20:50:00,2025-01-11 20:50:00,Netherlands,1,7.22,2,1,1,4,4.1,21,Lost Customers,4,3.545251427533457,-1.6538777794680466
10158,26,13,274.55,13,23,2024-03-29 12:01:00,2025-04-15 22:36:00,Germany,8,21.12,5,3,2,10,10.3,53,Occasional Buyers,0,-0.2029774482604372,-0.9079539121967254
10159,104,12,521.02,12,29,2024-03-24 12:43:00,2025-01-28 12:29:00,United Kingdom,7,43.42,2,2,3,7,7.2,22,Occasional Buyers,0,0.1373930221098338,0.23404491152608894
10160,32,20,477.99,20,41,2024-02-06 18:56:00,2025-04-10 09:21:00,Portugal,10,23.9,5,4,3,12,12.4,54,Loyal Customers,0,-0.7001289928779294,-0.49549201187029324
10161,40,21,999.79,21,42,2024-04-08 21:51:00,2025-04-01 21:44:00,United Kingdom,10,47.61,4,4,4,12,12.4,44,VIP Customers,3,-1.0279381646025632,-0.13780988826568163
10162,154,10,394.39,10,21,2024-03-11 15:32:00,2024-12-09 12:40:00,Portugal,8,39.44,1,2,2,5,5.2,12,Lost Customers,1,0.7704507928632618,0.6948407066935472
10163,131,9,256.06,9,13,2024-05-19 13:59:00,2025-01-01 15:22:00,United Kingdom,7,28.45,1,2,2,5,5.2,12,Lost Customers,1,0.8671011220844962,0.23335462330942586
10165,21,22,660.49,22,32,2024-04-17 22:19:00,2025-04-21 14:03:00,Italy,11,30.02,5,4,3,12,12.4,54,Loyal Customers,0,-1.0032429515474406,-0.4902155334896945
10166,42,22,758.79,22,50,2024-04-02 21:58:00,2025-03-30 20:08:00,Spain,11,34.49,4,4,4,12,12.4,44,VIP Customers,0,-0.9088709060078656,-0.18594013924459368
10167,72,13,465.17,13,31,2024-03-13 17:38:00,2025-02-28 19:05:00,Portugal,8,35.78,3,3,3,9,9.3,33,High Potential,0,-0.1042175655029336,-0.1687611934997749
10168,122,8,226.63,8,12,2024-06-13 17:25:00,2025-01-10 14:09:00,Italy,5,28.33,2,2,2,6,6.2,22,Lost Customers,1,0.9282799529156717,0.04163562646533565
10169,44,10,245.95,10,18,2024-05-12 20:42:00,2025-03-29 14:41:00,Germany,5,24.6,4,2,2,8,8.2,42,New Customers,0,0.1522608826225288,-0.815593078916313
10170,78,3,152.79,3,7,2024-03-14 09:34:00,2025-02-22 18:31:00,Netherlands,3,50.93,3,1,1,5,5.1,31,Occasional Buyers,4,1.3296397419408619,-0.9445604406874272
10171,152,5,165.32,5,17,2024-01-14 22:52:00,2024-12-11 15:39:00,United Kingdom,4,33.06,1,1,2,4,4.1,11,Lost Customers,1,1.5864383746595923,0.15130963534435907
10172,59,13,317.71,13,21,2024-04-05 20:03:00,2025-03-14 11:03:00,Germany,7,24.44,3,3,2,8,8.3,33,Occasional Buyers,0,-0.01961194243377631,-0.4534156816100882
10173,75,21,670.91,21,40,2024-03-22 15:08:00,2025-02-26 09:44:00,Germany,9,31.95,3,4,3,10,10.4,34,High Potential,0,-0.5650122433408596,0.16354206099742882
10174,90,18,798.22,18,48,2024-02-16 21:42:00,2025-02-11 13:56:00,Netherlands,10,44.35,2,3,4,9,9.3,23,At-Risk Customers,0,-0.4344444998996174,0.3482438594236944
10175,243,5,61.18,5,6,2024-04-01 18:33:00,2024-09-11 09:41:00,Germany,5,12.24,1,1,1,3,3.1,11,Lost Customers,2,2.7647852311133785,0.9518315372966365
10176,127,2,33.95,2,3,2024-12-05 18:29:00,2025-01-04 18:40:00,Netherlands,2,16.98,2,1,1,4,4.1,21,Lost Customers,4,2.6214088466827885,-0.9366283056748375
10178,36,33,1019.27,33,65,2024-02-13 13:39:00,2025-04-06 16:28:00,Netherlands,12,30.89,4,5,4,13,13.5,45,VIP Customers,3,-1.3631414455378832,-0.011542172023882703
10179,128,5,151.77,5,8,2024-07-05 14:58:00,2025-01-04 10:57:00,Portugal,4,30.35,1,1,1,3,3.1,11,Lost Customers,1,1.4429570985212286,-0.17244720301027455
68850517,276,1,7.05,1,1,2024-08-08 19:59:00,2024-08-08 19:59:00,France,1,7.05,1,1,1,3,3.1,11,Lost Customers,2,4.756291235393102,0.2630991777983403
98105698,176,2,27.66,2,3,2024-07-18 11:19:00,2024-11-17 14:23:00,Portugal,2,13.83,1,1,1,3,3.1,11,Lost Customers,2,3.094973588843076,-0.3972309955387827
139426996,110,5,94.59,5,10,2024-10-16 16:43:00,2025-01-22 10:09:00,Germany,4,18.92,2,1,1,4,4.1,21,Lost Customers,4,1.5321000841155952,-0.5477307953624849
160241283,61,5,61.46,5,6,2024-04-08 16:15:00,2025-03-11 21:00:00,France,4,12.29,3,1,1,5,5.1,31,Occasional Buyers,4,1.361564275113011,-1.2911444473048554
168411885,62,9,340.83,9,18,2024-04-16 08:30:00,2025-03-11 10:11:00,Netherlands,9,37.87,3,2,2,7,7.2,32,Occasional Buyers,0,0.19752408620151626,-0.5243732167423043
197896410,97,3,72.34,3,4,2024-08-27 14:44:00,2025-02-04 15:59:00,Netherlands,3,24.11,2,1,1,4,4.1,21,Lost Customers,4,1.8355215502518625,-0.9523665803730882
214040582,410,1,25.36,1,1,2024-03-27 20:35:00,2024-03-27 20:35:00,Germany,1,25.36,1,1,1,3,3.1,11,Lost Customers,2,5.211752024810753,2.303448086254509
218130993,47,45,1170.13,45,82,2024-01-29 08:09:00,2025-03-25 20:22:00,Germany,12,26.0,4,5,5,14,14.5,45,VIP Customers,3,-1.5503153775692902,0.2867565053491958
243580511,83,3,176.7,3,5,2024-07-28 18:03:00,2025-02-18 14:49:00,Germany,3,58.9,2,1,2,5,5.1,21,Lost Customers,4,1.2979482979033126,-0.835649661763413
256300136,43,34,1174.91,34,73,2024-02-03 14:41:00,2025-03-30 14:41:00,Germany,11,34.56,4,5,5,14,14.5,45,VIP Customers,3,-1.3978534686627113,0.13247750050190282
1088388437,249,3,237.22,3,8,2024-03-20 09:46:00,2024-09-04 17:37:00,Italy,3,79.07,1,1,2,4,4.1,11,Lost Customers,2,2.4334742096773776,1.3073161390650478
1092425570,17,17,720.76,17,35,2024-02-14 12:05:00,2025-04-24 20:49:00,Germany,10,42.4,5,3,4,12,12.3,53,Loyal Customers,0,-0.9102445961871934,-0.6063596736986179
1117373196,85,4,146.13,4,11,2024-05-24 22:19:00,2025-02-16 15:26:00,France,4,36.53,2,1,1,4,4.1,21,Lost Customers,4,1.2537848222327541,-0.7859317608482731
1130080571,164,6,257.88,6,17,2024-08-12 15:14:00,2024-11-29 10:07:00,Germany,5,42.98,1,1,2,4,4.1,11,Lost Customers,1,1.3594556568082334,0.5039122131392044
1146225127,137,1,28.63,1,1,2024-12-25 21:00:00,2024-12-25 21:00:00,Italy,1,28.63,1,1,1,3,3.1,11,Lost Customers,4,3.0534011816954063,-1.0249835753521015
1148384623,145,8,409.98,8,22,2024-03-04 10:07:00,2024-12-18 11:27:00,Netherlands,6,51.25,1,2,2,5,5.2,12,Lost Customers,1,0.8183975345710875,0.5184564797907173
1167092688,166,2,61.04,2,5,2024-04-18 11:09:00,2024-11-26 21:39:00,Portugal,1,30.52,1,1,1,3,3.1,11,Lost Customers,4,2.6429324702840735,-0.2680397476560832
1169203032,132,2,67.02,2,3,2024-06-23 12:36:00,2024-12-31 15:53:00,Spain,2,33.51,1,1,1,3,3.1,11,Lost Customers,4,2.336508667635129,-0.6572429806675186
1175764926,84,10,156.24,10,14,2024-02-08 21:51:00,2025-02-17 12:44:00,Germany,8,15.62,2,2,1,5,5.2,22,Lost Customers,1,0.6794127806702053,-0.4699074229842926
1205261705,58,4,61.4,4,6,2024-07-02 16:24:00,2025-03-15 16:47:00,Netherlands,3,15.35,4,1,1,6,6.1,41,New Customers,4,1.46251048475297,-1.3993589520296248
1210522254,75,19,667.4,19,48,2024-03-30 09:35:00,2025-02-26 10:40:00,United Kingdom,9,35.13,3,3,3,9,9.3,33,High Potential,0,-0.49786944331406385,0.12476387648701939
1239773369,85,3,27.38,3,3,2024-05-17 19:08:00,2025-02-16 16:32:00,Spain,3,9.13,2,1,1,4,4.1,21,Lost Customers,4,2.2042376495930696,-1.4107855686440083
1247913175,38,7,276.05,7,19,2024-05-21 11:36:00,2025-04-04 15:21:00,Portugal,7,39.44,4,2,2,8,8.2,42,New Customers,0,0.26605733183137703,-0.9758251256504132
1269026528,79,4,60.63,4,5,2024-03-17 10:05:00,2025-02-21 21:37:00,France,4,15.16,3,1,1,5,5.1,31,Occasional Buyers,4,1.6301989761281368,-1.1444443660669261
1286235708,147,1,51.28,1,4,2024-12-16 09:13:00,2024-12-16 09:13:00,United Kingdom,1,51.28,1,1,1,3,3.1,11,Lost Customers,4,2.854612953520575,-0.7159994283073158
1298664459,33,35,1583.27,35,73,2024-03-09 12:49:00,2025-04-09 10:40:00,United Kingdom,10,45.24,5,5,5,15,15.5,55,VIP Customers,3,-1.638692269096353,0.11757592798030796
1322003693,407,1,7.82,1,1,2024-03-31 16:07:00,2024-03-31 16:07:00,Netherlands,1,7.82,1,1,1,3,3.1,11,Lost Customers,2,5.720366770851266,1.9084750867151667
1324144741,348,1,10.63,1,1,2024-05-28 20:24:00,2024-05-28 20:24:00,France,1,10.63,1,1,1,3,3.1,11,Lost Customers,2,5.131867822939067,1.2713094452828455
1326335706,89,8,266.95,8,21,2024-02-15 15:39:00,2025-02-11 19:27:00,Italy,7,33.37,2,2,2,6,6.2,22,Lost Customers,1,0.5950451709788926,-0.31200206917061885
1328460370,182,5,130.49,5,16,2024-03-23 14:22:00,2024-11-10 21:12:00,United Kingdom,4,26.1,1,1,1,3,3.1,11,Lost Customers,1,1.931499695918254,0.44444045495964085
1345088738,97,6,117.19,6,10,2024-06-07 12:25:00,2025-02-04 16:20:00,Germany,5,19.53,2,1,1,4,4.1,21,Lost Customers,4,1.2244774699778465,-0.5787083116625102
1374553813,58,11,727.84,11,38,2024-05-19 09:13:00,2025-03-15 08:12:00,France,9,66.17,4,2,4,10,10.2,42,New Customers,0,-0.3245514422383678,-0.25523447284957745
1382732475,46,3,58.78,3,5,2024-07-11 18:37:00,2025-03-26 19:20:00,Portugal,3,19.59,4,1,1,6,6.1,41,New Customers,4,1.5422078271843787,-1.6481488630442869
1403566220,138,6,112.46,6,7,2024-08-04 14:06:00,2024-12-24 17:31:00,United Kingdom,5,18.74,1,1,1,3,3.1,11,Lost Customers,1,1.559931851368592,-0.0864461075692936
1419841616,256,2,48.8,2,2,2024-06-15 14:26:00,2024-08-29 17:14:00,France,1,24.4,1,1,1,3,3.1,11,Lost Customers,2,3.4424838072401616,0.7699940199026493
1432582759,15,12,950.91,12,44,2024-02-20 17:28:00,2025-04-27 09:54:00,Netherlands,7,79.24,5,2,4,11,11.2,52,New Customers,0,-0.8394953694190544,-0.6670805890831555
1455905409,75,20,962.76,20,44,2024-05-07 09:17:00,2025-02-25 18:19:00,Portugal,11,48.14,3,4,4,11,11.4,34,High Potential,0,-0.7086668390929504,0.26339507490676206
1459957942,193,2,28.94,2,4,2024-10-27 19:08:00,2024-10-31 16:16:00,Italy,2,14.47,1,1,1,3,3.1,11,Lost Customers,2,3.204620113654754,-0.17329868558099937
1462092862,253,1,27.94,1,2,2024-09-01 09:18:00,2024-09-01 09:18:00,Netherlands,1,27.94,1,1,1,3,3.1,11,Lost Customers,2,3.9578143874157337,0.3978375331259132
1490291513,150,7,132.72,7,12,2024-03-16 21:21:00,2024-12-12 22:39:00,France,5,18.96,1,2,1,4,4.2,12,Lost Customers,1,1.4820112528158114,0.16718958974673231
1494638862,45,10,192.85,10,17,2024-04-24 17:35:00,2025-03-28 08:38:00,Spain,7,19.28,4,2,2,8,8.2,42,New Customers,0,0.2775368226720748,-0.8824211202545083
1519564128,160,4,148.68,4,8,2024-07-01 11:09:00,2024-12-02 20:59:00,France,4,37.17,1,1,1,3,3.1,11,Lost Customers,1,1.8227909370715045,0.14459530487154276
1532026711,83,32,1029.0,32,66,2024-01-27 08:20:00,2025-02-17 19:21:00,Italy,11,32.16,2,5,4,11,11.5,25,At-Risk Customers,3,-0.9857106195913355,0.5595610500454826
1549367179,101,10,526.18,10,24,2024-01-21 15:10:00,2025-01-31 08:10:00,Italy,8,52.62,2,2,3,7,7.2,22,Occasional Buyers,0,0.22274754204801472,0.13529822973226208
1551467267,44,17,608.78,17,32,2024-03-25 15:08:00,2025-03-29 11:18:00,United Kingdom,10,35.81,4,3,3,10,10.3,43,Loyal Customers,0,-0.6205192529552039,-0.3285180970774477
1570446780,53,3,42.57,3,4,2024-06-28 15:47:00,2025-03-20 09:31:00,Portugal,3,14.19,4,1,1,6,6.1,41,New Customers,4,1.7497080740516964,-1.665245840224404
1579141586,65,11,882.03,11,34,2024-04-08 15:43:00,2025-03-08 11:44:00,France,8,80.18,3,2,4,9,9.2,32,High Potential,0,-0.36386512788377307,-0.10616224930894574
1608360933,16,3,118.56,3,5,2024-04-27 19:05:00,2025-04-26 13:58:00,France,3,39.52,5,1,1,7,7.1,51,New Customers,4,0.9746362215816899,-1.7914730825006107
1627075596,164,3,61.98,3,6,2024-07-10 13:56:00,2024-11-28 20:10:00,Portugal,3,20.66,1,1,1,3,3.1,11,Lost Customers,4,2.425248677176022,-0.17590894975926352
1631149627,162,6,340.78,6,14,2024-03-28 13:38:00,2024-11-30 21:13:00,Italy,5,56.8,1,2,2,5,5.2,12,Lost Customers,1,1.2091431004479047,0.5700814722927772
1656588885,57,11,422.02,11,25,2024-06-18 11:02:00,2025-03-16 08:34:00,Germany,9,38.37,4,2,2,8,8.2,42,New Customers,0,-0.06803568010273973,-0.44545035665792637
1669324898,142,11,385.0,11,24,2024-04-18 20:18:00,2024-12-21 14:33:00,Portugal,8,35.0,1,2,2,5,5.2,12,Lost Customers,1,0.6307730839451254,0.5728347571456485
1685473470,193,2,49.5,2,2,2024-09-18 20:53:00,2024-10-31 11:29:00,United Kingdom,2,24.75,1,1,1,3,3.1,11,Lost Customers,2,2.950729835119168,-0.0023652855678063345
1706304137,73,14,288.47,14,22,2024-03-30 12:04:00,2025-02-27 22:07:00,Netherlands,7,20.6,3,3,2,8,8.3,33,Occasional Buyers,0,0.08813309522997326,-0.2853995191303656
1714484967,52,13,460.66,13,26,2024-03-29 16:48:00,2025-03-20 17:35:00,Spain,8,35.44,4,3,3,10,10.3,43,Loyal Customers,0,-0.2534564921946726,-0.41858221884828484
1743953104,113,17,634.61,17,37,2024-02-11 08:39:00,2025-01-19 12:19:00,Netherlands,9,37.33,2,3,3,8,8.3,23,At-Risk Customers,0,-0.1095045217690978,0.5359629200242091
1785010438,301,1,70.0,1,2,2024-07-15 09:08:00,2024-07-15 09:08:00,France,1,70.0,1,1,1,3,3.1,11,Lost Customers,2,3.8914646325368962,1.2832211837347187
1806136113,222,2,46.95,2,3,2024-03-23 17:50:00,2024-10-02 08:48:00,Netherlands,2,23.48,1,1,1,3,3.1,11,Lost Customers,2,3.199136344280413,0.33832420146049197
1879582139,120,12,394.82,12,21,2024-05-21 20:47:00,2025-01-12 08:00:00,Italy,10,32.9,2,2,2,6,6.2,22,Lost Customers,1,0.3949648137955695,0.3408706456460338
1909084044,168,3,37.73,3,3,2024-05-19 13:31:00,2024-11-24 21:46:00,United Kingdom,2,12.58,1,1,1,3,3.1,11,Lost Customers,4,2.6921680358034363,-0.28555483414439325
1917754338,301,2,52.41,2,5,2024-03-30 18:57:00,2024-07-15 11:18:00,Germany,2,26.2,1,1,1,3,3.1,11,Lost Customers,2,3.754906858978588,1.3478216618783336
1938616789,215,7,109.07,7,13,2024-02-07 22:34:00,2024-10-09 12:19:00,Portugal,5,15.58,1,2,1,4,4.2,12,Lost Customers,1,2.076906281430219,0.9051381772038327
1954896137,215,1,23.82,1,3,2024-10-08 20:44:00,2024-10-08 20:44:00,Germany,1,23.82,1,1,1,3,3.1,11,Lost Customers,2,3.739874375526864,-0.12099746350882316
1967600446,87,6,151.83,6,10,2024-05-02 12:27:00,2025-02-14 12:12:00,Spain,5,25.3,2,2,1,5,5.2,22,Lost Customers,4,1.0226678260114372,-0.6179871485311327
1992550224,20,7,156.46,7,14,2024-05-26 16:50:00,2025-04-22 08:37:00,Netherlands,6,22.35,5,2,1,8,8.2,52,New Customers,0,0.4019015993594424,-1.3825506816411919
1996590439,69,9,232.48,9,15,2024-08-21 20:42:00,2025-03-03 21:08:00,Netherlands,6,25.83,3,2,2,7,7.2,32,Occasional Buyers,0,0.43655059871044716,-0.5626954720501334
2026944232,58,23,826.19,23,44,2024-03-20 21:31:00,2025-03-14 21:43:00,Italy,10,35.92,4,4,4,12,12.4,44,VIP Customers,0,-0.8558256527449547,0.055714982150389156
2031279327,101,11,987.17,11,28,2024-01-19 11:36:00,2025-01-30 17:44:00,Portugal,7,89.74,2,2,4,8,8.2,22,Occasional Buyers,0,-0.1413707041259024,0.37457674046814776
