InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,InvoiceMonth,InvoiceDay
546553,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-07-07 17:43:00,2.45,13659,France,2.45,2011-07,2011-07-07
549928,22580,ADVENT CALENDAR GINGHAM SACK,1,2011-04-23 18:35:00,2.73,14076,United Kingdom,2.73,2011-04,2011-04-23
542328,84406B,CREAM CUPID HEARTS COAT HANGER,4,2011-11-07 11:17:00,3.31,13101,United Kingdom,13.24,2011-11,2011-11-07
543796,22382,LUNCH BAG SPACEBOY DESIGN,1,2011-01-23 13:05:00,1.83,13311,United Kingdom,1.83,2011-01,2011-01-23
539155,21176,CHOCOLATE HOT WATER BOTTLE,3,2011-03-27 13:51:00,5.07,12706,United Kingdom,15.21,2011-03,2011-03-27
546490,22623,BOX OF VINTAGE JIGSAW BLOCKS,7,2011-09-15 11:21:00,6.79,13653,United Kingdom,47.53,2011-09,2011-09-15
548199,22382,LUNCH BAG SPACEBOY DESIGN,1,2011-10-05 16:03:00,1.62,13851,United Kingdom,1.62,2011-10,2011-10-05
550831,22382,LUNCH BAG SPACEBOY DESIGN,3,2011-11-11 13:44:00,2.36,14233,United Kingdom,7.08,2011-11,2011-11-11
549413,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-11-23 14:05:00,3.64,14032,United Kingdom,3.64,2011-11,2011-11-23
546506,22659,LUNCH BAG CARS BLUE,1,2011-04-10 15:34:00,2.61,13653,United Kingdom,2.61,2011-04,2011-04-10
542930,22580,ADVENT CALENDAR GINGHAM SACK,5,2011-12-03 08:11:00,3.5,13189,United Kingdom,17.5,2011-12,2011-12-03
538598,22748,POPPY'S PLAYHOUSE KITCHEN,5,2011-07-21 10:19:00,2.77,12646,United Kingdom,13.85,2011-07,2011-07-21
550390,22752,SET 7 BABUSHKA NESTING BOXES,1,2010-12-01 19:25:00,7.05,14148,United Kingdom,7.05,2010-12,2010-12-01
551041,22467,GUMBALL COAT RACK,1,2011-09-26 16:05:00,3.09,14261,United Kingdom,3.09,2011-09,2011-09-26
541282,47566,PARTY BUNTING,1,2011-04-30 09:26:00,7.38,12981,Germany,7.38,2011-04,2011-04-30
538182,23356,HOT WATER BOTTLE TEA AND SYMPATHY,21,2011-04-19 11:12:00,5.95,12595,United Kingdom,124.95,2011-04,2011-04-19
541826,22748,POPPY'S PLAYHOUSE KITCHEN,5,2011-11-19 12:04:00,2.61,13041,United Kingdom,13.05,2011-11,2011-11-19
541812,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3,2011-09-09 07:45:00,2.96,13040,Netherlands,8.88,2011-09,2011-09-09
539495,22993,SET OF 4 PANTRY JELLY MOULDS,3,2011-02-06 08:34:00,1.23,12746,United Kingdom,3.69,2011-02,2011-02-06
549618,22386,JUMBO BAG PINK POLKADOT,1,2010-12-13 07:56:00,1.59,14053,United Kingdom,1.59,2010-12,2010-12-13
551032,22748,POPPY'S PLAYHOUSE KITCHEN,1,2011-07-03 07:21:00,2.2,14261,United Kingdom,2.2,2011-07,2011-07-03
548305,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-10-25 13:10:00,3.02,13865,Spain,3.02,2011-10,2011-10-25
536629,22492,MINI PAINT SET VINTAGE,2,2011-12-02 19:37:00,0.69,12387,United Kingdom,1.38,2011-12,2011-12-02
551171,23356,HOT WATER BOTTLE TEA AND SYMPATHY,4,2011-03-29 07:04:00,4.78,14278,France,19.12,2011-03,2011-03-29
551358,22580,ADVENT CALENDAR GINGHAM SACK,3,2011-05-04 09:55:00,4.18,14304,Australia,12.54,2011-05,2011-05-04
544044,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,5,2011-11-18 16:51:00,4.89,13344,United Kingdom,24.45,2011-11,2011-11-18
548558,23300,GARDENERS KNEELING PAD CUP OF TEA,1,2011-07-28 13:52:00,2.44,13901,Switzerland,2.44,2011-07,2011-07-28
546476,23084,RABBIT NIGHT LIGHT,6,2011-07-06 19:44:00,2.71,13653,United Kingdom,16.26,2011-07,2011-07-06
538365,47566,PARTY BUNTING,4,2011-11-01 12:59:00,5.37,12622,United Kingdom,21.48,2011-11,2011-11-01
539052,22552,PLASTERS IN TIN STRONGMAN,3,2011-03-26 13:34:00,1.68,12694,United Kingdom,5.04,2011-03,2011-03-26
537050,22722,SET OF 6 SOLDIER SKITTLES,7,2011-06-24 11:10:00,7.85,12422,United Kingdom,54.95,2011-06,2011-06-24
544088,22629,SPACEBOY LUNCH BOX,1,2011-04-03 14:48:00,2.31,13344,United Kingdom,2.31,2011-04,2011-04-03
551143,22722,SET OF 6 SOLDIER SKITTLES,1,2011-07-09 10:09:00,5.46,14272,United Kingdom,5.46,2011-07,2011-07-09
548859,22383,LUNCH BAG SUKI DESIGN,3,2011-11-30 09:26:00,1.51,13952,United Kingdom,4.53,2011-11,2011-11-30
544662,23356,HOT WATER BOTTLE TEA AND SYMPATHY,1,2011-07-29 13:15:00,5.53,13418,United Kingdom,5.53,2011-07,2011-07-29
539689,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2011-08-20 09:00:00,2.57,12780,United Kingdom,38.55,2011-08,2011-08-20
551344,22310,IVORY KNITTED MUG COSY,3,2011-10-22 18:24:00,1.55,14302,United Kingdom,4.65,2011-10,2011-10-22
543610,22552,PLASTERS IN TIN STRONGMAN,6,2011-09-22 16:20:00,1.72,13279,United Kingdom,10.32,2011-09,2011-09-22
538565,71053,WHITE METAL LANTERN,4,2011-09-24 10:08:00,4.18,12643,Portugal,16.72,2011-09,2011-09-24
548418,22580,ADVENT CALENDAR GINGHAM SACK,8,2011-10-04 07:07:00,3.05,13884,United Kingdom,24.4,2011-10,2011-10-04
539032,22310,IVORY KNITTED MUG COSY,2,2011-08-30 11:16:00,1.7,12691,United Kingdom,3.4,2011-08,2011-08-30
550565,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-08-25 13:15:00,2.72,14183,United Kingdom,16.32,2011-08,2011-08-25
541946,22580,ADVENT CALENDAR GINGHAM SACK,9,2011-08-30 08:42:00,3.36,13054,United Kingdom,30.24,2011-08,2011-08-30
548354,21928,JUMBO BAG WOODLAND ANIMALS,4,2011-01-21 11:23:00,2.09,13873,United Kingdom,8.36,2011-01,2011-01-21
542670,22552,PLASTERS IN TIN STRONGMAN,1,2011-10-18 09:27:00,1.74,13145,United Kingdom,1.74,2011-10,2011-10-18
537110,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-04-15 19:27:00,1.72,12429,United Kingdom,1.72,2011-04,2011-04-15
545298,23355,HOT WATER BOTTLE KEEP CALM,6,2011-11-15 09:00:00,5.69,13492,United Kingdom,34.14,2011-11,2011-11-15
536577,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-12-06 13:01:00,2.4,12381,Italy,2.4,2011-12,2011-12-06
544075,23298,SPOTTY BUNNY DOORSTOP,6,2011-10-11 16:35:00,5.92,13344,United Kingdom,35.52,2011-10,2011-10-11
543778,22698,PINK REGENCY TEACUP AND SAUCER,1,2011-06-09 18:33:00,2.85,13311,United Kingdom,2.85,2011-06,2011-06-09
544481,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,4,2011-08-28 19:34:00,1.76,13396,Portugal,7.04,2011-08,2011-08-28
544584,21928,JUMBO BAG WOODLAND ANIMALS,2,2011-03-25 13:11:00,1.69,13405,United Kingdom,3.38,2011-03,2011-03-25
539891,22722,SET OF 6 SOLDIER SKITTLES,1,2011-01-22 15:09:00,4.77,12801,Germany,4.77,2011-01,2011-01-22
541577,22551,PLASTERS IN TIN SPACEBOY,2,2011-03-15 12:50:00,1.46,13010,Finland,2.92,2011-03,2011-03-15
537950,22659,LUNCH BAG CARS BLUE,1,2011-04-11 13:00:00,1.71,12561,United Kingdom,1.71,2011-04,2011-04-11
544234,10002,INFLATABLE POLITICAL GLOBE,2,2011-06-07 08:09:00,0.74,13368,United Kingdom,1.48,2011-06,2011-06-07
540141,22467,GUMBALL COAT RACK,3,2011-11-04 12:50:00,2.69,12837,United Kingdom,8.07,2011-11,2011-11-04
550361,10002,INFLATABLE POLITICAL GLOBE,6,2011-04-17 13:12:00,0.91,14146,United Kingdom,5.46,2011-04,2011-04-17
539910,22386,JUMBO BAG PINK POLKADOT,1,2011-04-27 16:44:00,2.76,12804,United Kingdom,2.76,2011-04,2011-04-27
544632,23298,SPOTTY BUNNY DOORSTOP,4,2011-07-19 11:25:00,6.48,13412,United Kingdom,25.92,2011-07,2011-07-19
544365,22470,HEART OF WICKER LARGE,1,2011-09-13 19:05:00,2.66,13392,Netherlands,2.66,2011-09,2011-09-13
538224,23300,GARDENERS KNEELING PAD CUP OF TEA,4,2011-09-14 17:25:00,1.61,12602,United Kingdom,6.44,2011-09,2011-09-14
536739,22698,PINK REGENCY TEACUP AND SAUCER,8,2011-09-27 13:31:00,3.04,12395,United Kingdom,24.32,2011-09,2011-09-27
547282,22383,LUNCH BAG SUKI DESIGN,4,2011-11-02 19:40:00,1.67,13744,Switzerland,6.68,2011-11,2011-11-02
540375,22745,POPPY'S PLAYHOUSE BEDROOM,1,2011-12-01 18:41:00,2.72,12863,United Kingdom,2.72,2011-12,2011-12-01
540094,21175,GIN + TONIC DIET METAL SIGN,1,2011-08-26 18:07:00,2.59,12831,United Kingdom,2.59,2011-08,2011-08-26
544099,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2,2011-09-05 14:44:00,5.22,13344,United Kingdom,10.44,2011-09,2011-09-05
539373,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-07-01 07:38:00,2.42,12733,United Kingdom,2.42,2011-07,2011-07-01
542345,21176,CHOCOLATE HOT WATER BOTTLE,3,2011-12-01 09:39:00,3.68,13102,United Kingdom,11.04,2011-12,2011-12-01
539495,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,1,2011-02-06 08:34:00,1.29,12746,United Kingdom,1.29,2011-02,2011-02-06
541215,22386,JUMBO BAG PINK POLKADOT,1,2011-07-03 13:18:00,1.81,12966,United Kingdom,1.81,2011-07,2011-07-03
544617,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,5,2011-04-28 15:57:00,1.61,13412,United Kingdom,8.05,2011-04,2011-04-28
538417,22629,SPACEBOY LUNCH BOX,9,2011-11-11 17:08:00,2.09,12628,France,18.81,2011-11,2011-11-11
549005,23084,RABBIT NIGHT LIGHT,7,2011-09-06 14:28:00,2.0,13968,United Kingdom,14.0,2011-09,2011-09-06
546132,22492,MINI PAINT SET VINTAGE,9,2011-06-17 08:09:00,0.75,13603,United Kingdom,6.75,2011-06,2011-06-17
542325,22632,HAND WARMER RED POLKA DOT,9,2011-09-03 17:17:00,2.44,13101,United Kingdom,21.96,2011-09,2011-09-03
550145,22386,JUMBO BAG PINK POLKADOT,1,2011-06-16 10:56:00,1.47,14112,United Kingdom,1.47,2011-06,2011-06-16
546730,23084,RABBIT NIGHT LIGHT,1,2011-05-06 12:48:00,1.77,13683,United Kingdom,1.77,2011-05,2011-05-06
547484,71053,WHITE METAL LANTERN,1,2011-12-07 16:52:00,4.73,13763,United Kingdom,4.73,2011-12,2011-12-07
539417,22551,PLASTERS IN TIN SPACEBOY,7,2011-11-17 14:52:00,1.92,12739,United Kingdom,13.44,2011-11,2011-11-17
536688,22722,SET OF 6 SOLDIER SKITTLES,3,2011-08-27 13:35:00,5.83,12391,United Kingdom,17.49,2011-08,2011-08-27
539807,22551,PLASTERS IN TIN SPACEBOY,11,2011-10-01 14:00:00,1.86,12788,United Kingdom,20.46,2011-10,2011-10-01
548303,22752,SET 7 BABUSHKA NESTING BOXES,5,2011-11-24 14:12:00,7.46,13865,Spain,37.3,2011-11,2011-11-24
538967,22748,POPPY'S PLAYHOUSE KITCHEN,2,2010-12-24 19:38:00,2.26,12690,Belgium,4.52,2010-12,2010-12-24
548745,22623,BOX OF VINTAGE JIGSAW BLOCKS,2,2011-10-26 16:00:00,5.85,13929,Canada,11.7,2011-10,2011-10-26
546750,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-05-05 16:53:00,1.45,13684,United Kingdom,1.45,2011-05,2011-05-05
541342,21232,STRAWBERRY CERAMIC TRINKET BOX,1,2011-07-07 11:14:00,1.59,12986,United Kingdom,1.59,2011-07,2011-07-07
542691,47566,PARTY BUNTING,1,2011-10-24 12:42:00,4.26,13146,Spain,4.26,2011-10,2011-10-24
546944,22382,LUNCH BAG SPACEBOY DESIGN,2,2011-11-04 18:33:00,2.25,13712,United Kingdom,4.5,2011-11,2011-11-04
548961,22629,SPACEBOY LUNCH BOX,1,2011-10-03 09:41:00,2.67,13965,France,2.67,2011-10,2011-10-03
549878,21175,GIN + TONIC DIET METAL SIGN,2,2011-09-17 13:40:00,2.15,14073,United Kingdom,4.3,2011-09,2011-09-17
548732,22469,HEART OF WICKER SMALL,3,2011-05-11 15:05:00,2.07,13929,Canada,6.21,2011-05,2011-05-11
549489,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-08-10 19:54:00,2.25,14038,United Kingdom,2.25,2011-08,2011-08-10
548452,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2011-03-16 07:51:00,3.55,13887,United Kingdom,3.55,2011-03,2011-03-16
546690,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2011-03-06 18:18:00,1.53,13672,United Kingdom,9.18,2011-03,2011-03-06
537767,22659,LUNCH BAG CARS BLUE,4,2011-07-08 19:22:00,1.66,12541,United Kingdom,6.64,2011-07,2011-07-08
548237,23355,HOT WATER BOTTLE KEEP CALM,7,2011-09-21 13:58:00,5.19,13855,United Kingdom,36.33,2011-09,2011-09-21
539752,22382,LUNCH BAG SPACEBOY DESIGN,1,2011-11-27 13:03:00,2.24,12786,United Kingdom,2.24,2011-11,2011-11-27
539751,21928,JUMBO BAG WOODLAND ANIMALS,1,2011-02-22 14:46:00,2.91,12786,United Kingdom,2.91,2011-02,2011-02-22
549858,22469,HEART OF WICKER SMALL,4,2011-05-21 14:01:00,1.77,14073,United Kingdom,7.08,2011-05,2011-05-21
544594,10002,INFLATABLE POLITICAL GLOBE,2,2011-07-02 07:51:00,1.0,13409,United Kingdom,2.0,2011-07,2011-07-02
548529,22659,LUNCH BAG CARS BLUE,2,2011-04-13 10:10:00,1.6,13898,United Kingdom,3.2,2011-04,2011-04-13
547347,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-10-12 13:19:00,6.74,13749,United Kingdom,13.48,2011-10,2011-10-12
540308,22551,PLASTERS IN TIN SPACEBOY,2,2011-09-09 17:32:00,1.92,12856,United Kingdom,3.84,2011-09,2011-09-09
548302,22748,POPPY'S PLAYHOUSE KITCHEN,4,2011-10-19 13:44:00,1.92,13865,Spain,7.68,2011-10,2011-10-19
546845,22993,SET OF 4 PANTRY JELLY MOULDS,4,2011-08-22 11:22:00,1.42,13695,United Kingdom,5.68,2011-08,2011-08-22
539770,22310,IVORY KNITTED MUG COSY,2,2011-12-08 17:56:00,2.43,12786,United Kingdom,4.86,2011-12,2011-12-08
545422,22698,PINK REGENCY TEACUP AND SAUCER,1,2011-06-25 11:57:00,4.36,13501,France,4.36,2011-06,2011-06-25
543505,22623,BOX OF VINTAGE JIGSAW BLOCKS,6,2011-08-01 12:45:00,5.12,13271,United Kingdom,30.72,2011-08,2011-08-01
544219,22632,HAND WARMER RED POLKA DOT,4,2011-03-18 14:45:00,2.05,13365,United Kingdom,8.2,2011-03,2011-03-18
548302,21928,JUMBO BAG WOODLAND ANIMALS,4,2011-10-19 13:44:00,2.05,13865,Spain,8.2,2011-10,2011-10-19
549757,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-07-11 13:58:00,2.58,14067,United Kingdom,5.16,2011-07,2011-07-11
548997,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2011-06-04 15:26:00,3.63,13968,United Kingdom,3.63,2011-06,2011-06-04
544084,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-06-11 13:22:00,2.07,13344,United Kingdom,2.07,2011-06,2011-06-11
549021,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,15,2011-06-25 16:54:00,2.59,13968,United Kingdom,38.85,2011-06,2011-06-25
539262,21175,GIN + TONIC DIET METAL SIGN,8,2011-09-11 13:49:00,2.52,12720,United Kingdom,20.16,2011-09,2011-09-11
546000,22629,SPACEBOY LUNCH BOX,1,2011-10-20 07:09:00,2.37,13585,United Kingdom,2.37,2011-10,2011-10-20
547212,22467,GUMBALL COAT RACK,2,2011-12-08 17:43:00,3.98,13738,United Kingdom,7.96,2011-12,2011-12-08
541901,23084,RABBIT NIGHT LIGHT,2,2011-07-16 08:57:00,2.01,13050,United Kingdom,4.02,2011-07,2011-07-16
541624,22745,POPPY'S PLAYHOUSE BEDROOM,1,2011-07-21 14:03:00,2.36,13012,United Kingdom,2.36,2011-07,2011-07-21
546334,10002,INFLATABLE POLITICAL GLOBE,3,2011-06-10 07:15:00,1.07,13631,United Kingdom,3.21,2011-06,2011-06-10
545409,22326,ROUND SNACK BOXES SET OF4 WOODLAND,5,2011-09-19 10:15:00,4.49,13501,France,22.45,2011-09,2011-09-19
547606,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-01-19 15:09:00,3.2,13774,Spain,9.6,2011-01,2011-01-19
548565,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,3,2011-08-24 10:03:00,1.31,13901,Switzerland,3.93,2011-08,2011-08-24
536545,22633,HAND WARMER UNION JACK,2,2011-06-17 14:24:00,1.99,12378,United Kingdom,3.98,2011-06,2011-06-17
545824,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,8,2011-09-07 17:35:00,4.32,13569,United Kingdom,34.56,2011-09,2011-09-07
542379,23300,GARDENERS KNEELING PAD CUP OF TEA,1,2011-08-09 17:20:00,1.74,13107,United Kingdom,1.74,2011-08,2011-08-09
538976,47566,PARTY BUNTING,5,2011-04-16 14:45:00,5.22,12690,Belgium,26.1,2011-04,2011-04-16
550101,22310,IVORY KNITTED MUG COSY,12,2011-11-24 18:40:00,1.78,14102,United Kingdom,21.36,2011-11,2011-11-24
542032,22467,GUMBALL COAT RACK,1,2011-11-24 15:46:00,3.52,13070,Germany,3.52,2011-11,2011-11-24
548559,23301,GARDENERS KNEELING PAD KEEP CALM,1,2011-12-04 07:01:00,2.16,13901,Switzerland,2.16,2011-12,2011-12-04
542181,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3,2011-02-26 19:41:00,3.05,13086,United Kingdom,9.15,2011-02,2011-02-26
543600,23084,RABBIT NIGHT LIGHT,13,2011-06-02 17:27:00,1.9,13279,United Kingdom,24.7,2011-06,2011-06-02
542536,71053,WHITE METAL LANTERN,3,2011-05-11 15:32:00,4.52,13130,United Kingdom,13.56,2011-05,2011-05-11
546979,21175,GIN + TONIC DIET METAL SIGN,3,2011-11-21 10:40:00,2.62,13712,United Kingdom,7.86,2011-11,2011-11-21
546204,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2,2011-09-11 14:26:00,5.17,13612,United Kingdom,10.34,2011-09,2011-09-11
550458,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-02-16 15:21:00,3.25,14161,United Kingdom,3.25,2011-02,2011-02-16
538437,23301,GARDENERS KNEELING PAD KEEP CALM,1,2011-07-02 12:40:00,2.43,12632,United Kingdom,2.43,2011-07,2011-07-02
540643,21928,JUMBO BAG WOODLAND ANIMALS,8,2011-12-05 15:24:00,2.5,12892,United Kingdom,20.0,2011-12,2011-12-05
547003,47566,PARTY BUNTING,3,2011-11-12 08:44:00,6.68,13715,United Kingdom,20.04,2011-11,2011-11-12
551588,21232,STRAWBERRY CERAMIC TRINKET BOX,1,2011-11-27 18:07:00,1.29,14331,United Kingdom,1.29,2011-11,2011-11-27
539472,22470,HEART OF WICKER LARGE,1,2011-07-30 16:50:00,4.1,12743,Norway,4.1,2011-07,2011-07-30
544575,22551,PLASTERS IN TIN SPACEBOY,1,2011-07-10 11:06:00,2.11,13403,United Kingdom,2.11,2011-07,2011-07-10
539527,21232,STRAWBERRY CERAMIC TRINKET BOX,1,2011-09-15 07:58:00,1.09,12752,United Kingdom,1.09,2011-09,2011-09-15
536879,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2011-07-10 14:21:00,4.18,12415,France,50.16,2011-07,2011-07-10
548132,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,2,2011-11-14 15:11:00,3.56,13845,United Kingdom,7.12,2011-11,2011-11-14
539057,71053,WHITE METAL LANTERN,1,2011-09-06 11:05:00,3.55,12694,United Kingdom,3.55,2011-09,2011-09-06
536833,22326,ROUND SNACK BOXES SET OF4 WOODLAND,1,2011-11-03 15:20:00,3.09,12407,Sweden,3.09,2011-11,2011-11-03
548659,22467,GUMBALL COAT RACK,2,2011-08-07 08:51:00,1.96,13918,United Kingdom,3.92,2011-08,2011-08-07
544997,10002,INFLATABLE POLITICAL GLOBE,6,2011-06-09 13:51:00,1.07,13450,Belgium,6.42,2011-06,2011-06-09
547356,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-08-09 14:54:00,3.74,13749,United Kingdom,7.48,2011-08,2011-08-09
549757,23301,GARDENERS KNEELING PAD KEEP CALM,5,2011-07-11 13:58:00,2.27,14067,United Kingdom,11.35,2011-07,2011-07-11
550092,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2011-01-02 15:05:00,3.26,14101,United Kingdom,3.26,2011-01,2011-01-02
543675,21928,JUMBO BAG WOODLAND ANIMALS,4,2011-01-10 15:43:00,1.93,13293,Spain,7.72,2011-01,2011-01-10
537526,22086,PAPER CHAIN KIT 50'S CHRISTMAS,5,2011-12-02 18:01:00,2.95,12501,United Kingdom,14.75,2011-12,2011-12-02
546889,84029E,RED WOOLLY HOTTIE WHITE HEART.,7,2011-05-28 11:07:00,3.93,13707,United Kingdom,27.51,2011-05,2011-05-28
545921,22326,ROUND SNACK BOXES SET OF4 WOODLAND,5,2011-07-10 17:59:00,3.1,13579,United Kingdom,15.5,2011-07,2011-07-10
537726,23298,SPOTTY BUNNY DOORSTOP,2,2011-06-09 12:31:00,5.32,12535,United Kingdom,10.64,2011-06,2011-06-09
540170,22623,BOX OF VINTAGE JIGSAW BLOCKS,2,2011-08-29 12:22:00,4.18,12840,United Kingdom,8.36,2011-08,2011-08-29
539976,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,7,2011-04-13 12:17:00,4.66,12812,United Kingdom,32.62,2011-04,2011-04-13
538221,22469,HEART OF WICKER SMALL,6,2011-05-27 09:46:00,1.47,12602,United Kingdom,8.82,2011-05,2011-05-27
551260,22697,GREEN REGENCY TEACUP AND SAUCER,2,2011-04-17 07:58:00,2.88,14286,United Kingdom,5.76,2011-04,2011-04-17
540096,23084,RABBIT NIGHT LIGHT,1,2011-10-19 13:04:00,2.18,12831,United Kingdom,2.18,2011-10,2011-10-19
548121,47566,PARTY BUNTING,12,2011-06-24 17:38:00,3.75,13842,United Kingdom,45.0,2011-06,2011-06-24
536765,22697,GREEN REGENCY TEACUP AND SAUCER,2,2011-08-03 09:47:00,3.27,12395,United Kingdom,6.54,2011-08,2011-08-03
539057,22326,ROUND SNACK BOXES SET OF4 WOODLAND,2,2011-09-06 11:05:00,3.51,12694,United Kingdom,7.02,2011-09,2011-09-06
543428,22551,PLASTERS IN TIN SPACEBOY,3,2011-10-29 16:41:00,1.58,13260,Germany,4.74,2011-10,2011-10-29
541762,23084,RABBIT NIGHT LIGHT,3,2011-06-21 17:56:00,1.98,13034,Spain,5.94,2011-06,2011-06-21
546126,21176,CHOCOLATE HOT WATER BOTTLE,6,2011-03-07 19:32:00,3.83,13602,United Kingdom,22.98,2011-03,2011-03-07
545519,23355,HOT WATER BOTTLE KEEP CALM,2,2011-11-10 07:19:00,5.15,13506,Portugal,10.3,2011-11,2011-11-10
541151,22310,IVORY KNITTED MUG COSY,1,2011-05-23 09:07:00,1.79,12959,United Kingdom,1.79,2011-05,2011-05-23
549089,23298,SPOTTY BUNNY DOORSTOP,1,2011-08-02 15:47:00,6.63,13975,United Kingdom,6.63,2011-08,2011-08-02
539012,22469,HEART OF WICKER SMALL,3,2011-08-08 10:40:00,1.78,12690,Belgium,5.34,2011-08,2011-08-08
545336,71053,WHITE METAL LANTERN,6,2011-10-26 14:26:00,4.18,13492,United Kingdom,25.08,2011-10,2011-10-26
541271,22551,PLASTERS IN TIN SPACEBOY,7,2011-04-16 14:00:00,1.41,12980,United Kingdom,9.87,2011-04,2011-04-16
541161,22623,BOX OF VINTAGE JIGSAW BLOCKS,4,2011-08-17 14:03:00,5.35,12959,United Kingdom,21.4,2011-08,2011-08-17
543797,22722,SET OF 6 SOLDIER SKITTLES,2,2011-07-25 11:23:00,6.91,13311,United Kingdom,13.82,2011-07,2011-07-25
544124,22552,PLASTERS IN TIN STRONGMAN,1,2011-05-17 10:37:00,1.41,13348,Switzerland,1.41,2011-05,2011-05-17
540764,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-11-06 15:38:00,4.36,12908,Belgium,4.36,2011-11,2011-11-06
545934,23356,HOT WATER BOTTLE TEA AND SYMPATHY,6,2011-06-28 13:15:00,5.89,13580,United Kingdom,35.34,2011-06,2011-06-28
539794,22552,PLASTERS IN TIN STRONGMAN,2,2011-11-19 17:54:00,2.27,12786,United Kingdom,4.54,2011-11,2011-11-19
542040,22326,ROUND SNACK BOXES SET OF4 WOODLAND,1,2011-10-28 19:12:00,3.9,13070,Germany,3.9,2011-10,2011-10-28
548626,23301,GARDENERS KNEELING PAD KEEP CALM,1,2011-05-11 15:45:00,2.27,13911,United Kingdom,2.27,2011-05,2011-05-11
540095,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-06-25 13:44:00,2.78,12831,United Kingdom,13.9,2011-06,2011-06-25
551196,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-10-12 16:23:00,5.43,14279,United Kingdom,5.43,2011-10,2011-10-12
544373,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-09-23 18:36:00,1.48,13394,United Kingdom,1.48,2011-09,2011-09-23
547185,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,3,2010-12-18 17:03:00,3.64,13736,United Kingdom,10.92,2010-12,2010-12-18
540678,23084,RABBIT NIGHT LIGHT,2,2011-08-09 11:16:00,2.87,12900,United Kingdom,5.74,2011-08,2011-08-09
549927,22752,SET 7 BABUSHKA NESTING BOXES,3,2011-09-26 07:02:00,6.57,14076,United Kingdom,19.71,2011-09,2011-09-26
547134,22748,POPPY'S PLAYHOUSE KITCHEN,3,2011-01-09 17:33:00,2.3,13731,Spain,6.9,2011-01,2011-01-09
548269,22423,REGENCY CAKESTAND 3 TIER,3,2011-07-29 17:06:00,11.84,13860,United Kingdom,35.52,2011-07,2011-07-29
542811,23356,HOT WATER BOTTLE TEA AND SYMPATHY,8,2011-07-09 07:24:00,5.58,13172,United Kingdom,44.64,2011-07,2011-07-09
539805,23356,HOT WATER BOTTLE TEA AND SYMPATHY,1,2011-11-28 12:36:00,5.27,12788,United Kingdom,5.27,2011-11,2011-11-28
538625,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-07-03 15:43:00,3.93,12646,United Kingdom,23.58,2011-07,2011-07-03
540147,22745,POPPY'S PLAYHOUSE BEDROOM,4,2011-02-01 12:13:00,2.17,12837,United Kingdom,8.68,2011-02,2011-02-01
540465,21232,STRAWBERRY CERAMIC TRINKET BOX,3,2011-09-23 15:47:00,1.59,12872,United Kingdom,4.77,2011-09,2011-09-23
549960,23356,HOT WATER BOTTLE TEA AND SYMPATHY,2,2011-03-10 18:38:00,5.08,14080,United Kingdom,10.16,2011-03,2011-03-10
