InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
547217,22722,SET OF 6 SOLDIER SKITTLES,1,2011-12-02 07:18:00,9.32,13738.0,United Kingdom
545932,22745,POPPY'S PLAYHOUSE BEDROOM,1,2011-11-03 17:51:00,2.35,,United Kingdom
544575,22722,SET OF 6 SOLDIER SKITTLES,3,2011-07-10 11:06:00,7.6,13403.0,United Kingdom
537418,23356,HOT WATER BOTTLE TEA AND SYMPATHY,7,2011-11-20 08:06:00,4.67,12490.0,United Kingdom
542114,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,3,2011-11-05 12:12:00,4.13,13078.0,United Kingdom
C538405,22698,PINK REGENCY TEACUP AND SAUCER,-6,2011-12-07 13:25:00,3.05,12628.0,France
549240,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-02-02 07:39:00,1.62,13993.0,United Kingdom
537533,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2011-10-06 17:28:00,2.38,12501.0,United Kingdom
536741,22383,LUNCH BAG SUKI DESIGN,1,2011-07-01 14:05:00,1.86,12395.0,United Kingdom
537603,22382,LUNCH BAG SPACEBOY DESIGN,3,2011-11-06 11:35:00,1.38,12519.0,United Kingdom
547358,22629,SPACEBOY LUNCH BOX,2,2011-03-05 08:50:00,2.89,13749.0,United Kingdom
546773,22551,PLASTERS IN TIN SPACEBOY,1,2011-10-10 07:22:00,1.33,13687.0,United Kingdom
549343,23084,RABBIT NIGHT LIGHT,1,2011-11-06 11:31:00,1.77,14015.0,United Kingdom
537547,23298,SPOTTY BUNNY DOORSTOP,10,2011-08-19 08:30:00,3.96,12503.0,United Kingdom
539963,22633,HAND WARMER UNION JACK,5,2011-12-07 09:29:00,2.23,12812.0,United Kingdom
543078,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,2,2011-09-23 19:05:00,1.06,13207.0,United Kingdom
546931,22698,PINK REGENCY TEACUP AND SAUCER,3,2011-03-16 16:32:00,4.02,13712.0,United Kingdom
550464,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-08-07 12:39:00,1.66,14163.0,United Kingdom
550356,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,18,2011-09-04 14:25:00,3.52,14146.0,United Kingdom
540665,22423,REGENCY CAKESTAND 3 TIER,1,2011-10-21 12:33:00,13.05,12895.0,United Kingdom
543201,22629,SPACEBOY LUNCH BOX,1,2011-03-28 14:37:00,2.3,13223.0,United Kingdom
541085,22551,PLASTERS IN TIN SPACEBOY,1,2011-11-26 15:55:00,1.47,12950.0,Sweden
551357,22470,HEART OF WICKER LARGE,2,2010-12-21 12:21:00,4.28,14304.0,Australia
547042,22629,SPACEBOY LUNCH BOX,2,2011-11-22 07:03:00,3.14,13715.0,United Kingdom
547047,22752,SET 7 BABUSHKA NESTING BOXES,11,2010-12-02 08:37:00,11.94,13715.0,United Kingdom
538443,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-09-22 08:46:00,2.33,12632.0,United Kingdom
551339,22722,SET OF 6 SOLDIER SKITTLES,1,2011-07-31 14:26:00,5.71,14302.0,United Kingdom
544055,22086,PAPER CHAIN KIT 50'S CHRISTMAS,14,2011-10-25 16:16:00,3.92,13344.0,United Kingdom
537068,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-11-06 12:28:00,3.87,12422.0,United Kingdom
544667,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-08-30 07:52:00,2.19,13418.0,United Kingdom
550296,22748,POPPY'S PLAYHOUSE KITCHEN,25,2011-09-26 18:15:00,1.85,14135.0,United Kingdom
549013,22469,HEART OF WICKER SMALL,1,2011-09-06 11:37:00,1.97,13968.0,United Kingdom
546716,22470,HEART OF WICKER LARGE,1,2011-10-27 08:34:00,2.31,13679.0,United Kingdom
541537,22659,LUNCH BAG CARS BLUE,4,2011-06-24 17:23:00,2.08,13004.0,United Kingdom
545951,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3,2010-12-24 11:15:00,3.6,13581.0,United Kingdom
537860,23300,GARDENERS KNEELING PAD CUP OF TEA,1,2011-06-26 11:39:00,1.97,12551.0,United Kingdom
536951,23298,SPOTTY BUNNY DOORSTOP,21,2011-05-14 08:33:00,6.2,12417.0,United Kingdom
549812,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,1,2011-08-09 14:05:00,1.67,14068.0,Germany
539957,22632,HAND WARMER RED POLKA DOT,2,2010-12-11 08:04:00,2.32,12812.0,United Kingdom
547034,22697,GREEN REGENCY TEACUP AND SAUCER,2,2011-11-11 14:32:00,4.82,13715.0,United Kingdom
548806,22629,SPACEBOY LUNCH BOX,4,2011-10-01 08:17:00,1.91,13938.0,United Kingdom
537218,22551,PLASTERS IN TIN SPACEBOY,5,2011-07-03 14:25:00,1.72,12451.0,United Kingdom
542677,21176,CHOCOLATE HOT WATER BOTTLE,1,2011-07-28 11:07:00,5.03,13145.0,United Kingdom
546181,22659,LUNCH BAG CARS BLUE,1,2011-06-02 11:40:00,1.8,,Netherlands
545925,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-12-04 13:05:00,1.21,13579.0,United Kingdom
542635,84879,ASSORTED COLOUR BIRD ORNAMENT,5,2010-12-27 16:48:00,1.66,13143.0,United Kingdom
539980,21232,STRAWBERRY CERAMIC TRINKET BOX,3,2011-04-15 07:44:00,1.58,12812.0,United Kingdom
543034,22580,ADVENT CALENDAR GINGHAM SACK,2,2011-10-17 16:13:00,2.96,13203.0,Switzerland
540378,22492,MINI PAINT SET VINTAGE,1,2011-04-08 07:40:00,0.8,12863.0,United Kingdom
537447,23300,GARDENERS KNEELING PAD CUP OF TEA,15,2011-10-16 12:42:00,2.08,12493.0,United Kingdom
547613,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-12-01 12:02:00,5.71,13774.0,Spain
540737,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-09-20 16:21:00,3.26,12905.0,United Kingdom
544567,71053,WHITE METAL LANTERN,3,2011-07-26 12:15:00,4.48,13403.0,United Kingdom
542035,23356,HOT WATER BOTTLE TEA AND SYMPATHY,5,2011-06-18 08:12:00,7.62,13070.0,Germany
538218,22697,GREEN REGENCY TEACUP AND SAUCER,2,2011-03-29 15:29:00,2.2,12601.0,United Kingdom
538114,23355,HOT WATER BOTTLE KEEP CALM,13,2011-07-19 07:56:00,6.48,12583.0,United Kingdom
543912,22659,LUNCH BAG CARS BLUE,6,2011-08-13 13:46:00,1.94,13324.0,United Kingdom
538978,22580,ADVENT CALENDAR GINGHAM SACK,8,2011-07-21 19:42:00,3.28,12690.0,Belgium
543529,21928,JUMBO BAG WOODLAND ANIMALS,1,2011-09-05 14:01:00,3.41,,United Kingdom
C545341,84029E,RED WOOLLY HOTTIE WHITE HEART.,-1,2011-09-20 11:20:00,4.07,13492.0,United Kingdom
544473,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2011-09-30 15:59:00,5.08,13396.0,Portugal
538194,22551,PLASTERS IN TIN SPACEBOY,8,2011-06-19 08:17:00,1.63,12596.0,United Kingdom
540675,22310,IVORY KNITTED MUG COSY,1,2011-10-31 09:54:00,2.29,12900.0,United Kingdom
543369,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-10-10 12:05:00,4.24,13255.0,United Kingdom
547635,22470,HEART OF WICKER LARGE,3,2011-11-14 18:47:00,3.69,13774.0,Spain
546490,22698,PINK REGENCY TEACUP AND SAUCER,2,2011-09-15 11:21:00,4.62,13653.0,United Kingdom
C536935,22326,ROUND SNACK BOXES SET OF4 WOODLAND,-1,2011-10-29 17:25:00,3.77,12415.0,France
540327,22623,BOX OF VINTAGE JIGSAW BLOCKS,1,2011-06-30 16:50:00,5.62,12860.0,United Kingdom
539788,22697,GREEN REGENCY TEACUP AND SAUCER,10,2011-08-17 09:16:00,4.78,12786.0,United Kingdom
549747,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2011-08-17 17:26:00,2.46,14066.0,United Kingdom
539478,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2011-03-12 14:08:00,2.57,12743.0,Norway
541650,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,3,2011-02-19 10:57:00,3.49,13016.0,United Kingdom
543861,22383,LUNCH BAG SUKI DESIGN,1,2011-05-18 19:19:00,1.94,13315.0,France
538345,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-05-01 14:35:00,2.79,12618.0,United Kingdom
543636,21176,CHOCOLATE HOT WATER BOTTLE,3,2011-07-01 15:02:00,4.13,13287.0,United Kingdom
537404,22552,PLASTERS IN TIN STRONGMAN,3,2011-09-02 14:00:00,1.53,12490.0,United Kingdom
540778,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2011-09-08 19:54:00,1.69,12911.0,United Kingdom
544576,22623,BOX OF VINTAGE JIGSAW BLOCKS,9,2011-02-25 19:12:00,6.84,13403.0,United Kingdom
540852,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2011-12-02 14:17:00,2.16,12914.0,United Kingdom
540007,23355,HOT WATER BOTTLE KEEP CALM,7,2011-08-23 17:14:00,5.09,12814.0,United Kingdom
543570,22580,ADVENT CALENDAR GINGHAM SACK,3,2011-10-14 19:16:00,3.24,13273.0,United Kingdom
539948,22326,ROUND SNACK BOXES SET OF4 WOODLAND,4,2011-11-17 09:49:00,2.94,12809.0,United Kingdom
539977,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-10-27 09:21:00,3.15,12812.0,United Kingdom
542968,21928,JUMBO BAG WOODLAND ANIMALS,9,2011-11-16 14:22:00,1.91,13195.0,United Kingdom
542157,84029E,RED WOOLLY HOTTIE WHITE HEART.,7,2011-11-10 17:35:00,4.29,13081.0,United Kingdom
538712,23298,SPOTTY BUNNY DOORSTOP,1,2011-11-22 18:53:00,6.44,12657.0,United Kingdom
541815,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2011-03-06 19:14:00,2.97,13040.0,Netherlands
550941,22633,HAND WARMER UNION JACK,5,2011-07-29 13:20:00,1.8,14247.0,United Kingdom
544858,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,2,2011-07-04 11:35:00,1.89,13440.0,United Kingdom
537631,23300,GARDENERS KNEELING PAD CUP OF TEA,1,2011-10-26 10:18:00,1.92,12519.0,United Kingdom
540713,22580,ADVENT CALENDAR GINGHAM SACK,1,2011-07-20 17:56:00,2.25,12903.0,United Kingdom
538317,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,7,2011-06-09 12:05:00,3.44,12614.0,United Kingdom
549111,71053,WHITE METAL LANTERN,4,2011-11-30 10:13:00,4.13,13975.0,United Kingdom
548255,22467,GUMBALL COAT RACK,1,2011-09-02 08:48:00,2.44,13860.0,United Kingdom
550853,21176,CHOCOLATE HOT WATER BOTTLE,3,2011-10-28 10:27:00,4.84,14235.0,France
549223,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,23,2011-10-04 14:47:00,3.89,13989.0,United Kingdom
541386,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2011-06-26 13:58:00,2.92,12990.0,United Kingdom
551676,84029E,RED WOOLLY HOTTIE WHITE HEART.,3,2011-12-03 16:50:00,3.37,,United Kingdom
550000,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-06-07 16:10:00,1.78,14085.0,United Kingdom
538099,22469,HEART OF WICKER SMALL,1,2011-03-18 12:51:00,2.2,12583.0,United Kingdom
544597,22633,HAND WARMER UNION JACK,1,2011-05-26 16:13:00,2.17,13409.0,United Kingdom
543090,23298,SPOTTY BUNNY DOORSTOP,2,2011-06-09 16:56:00,5.53,13210.0,United Kingdom
537744,23301,GARDENERS KNEELING PAD KEEP CALM,7,2011-11-29 12:20:00,2.29,12537.0,United Kingdom
547363,10002,INFLATABLE POLITICAL GLOBE,4,2011-11-25 15:45:00,1.19,13749.0,United Kingdom
537091,22469,HEART OF WICKER SMALL,1,2011-04-26 18:23:00,1.64,12428.0,Sweden
544387,22492,MINI PAINT SET VINTAGE,7,2011-08-21 14:00:00,0.73,13394.0,United Kingdom
545748,22383,LUNCH BAG SUKI DESIGN,2,2011-09-20 15:27:00,2.4,13555.0,United Kingdom
538897,23355,HOT WATER BOTTLE KEEP CALM,6,2011-10-29 14:07:00,5.27,,United Kingdom
549589,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,3,2010-12-08 17:54:00,4.15,14051.0,United Kingdom
538131,22492,MINI PAINT SET VINTAGE,6,2011-12-03 08:58:00,0.69,12585.0,United Kingdom
551512,84029E,RED WOOLLY HOTTIE WHITE HEART.,7,2011-05-25 19:14:00,3.82,14323.0,United Kingdom
544047,22629,SPACEBOY LUNCH BOX,1,2011-08-19 11:18:00,2.51,13344.0,United Kingdom
541522,22467,GUMBALL COAT RACK,1,2011-01-18 12:37:00,3.28,13004.0,United Kingdom
548716,47566,PARTY BUNTING,3,2010-12-19 12:31:00,6.09,13929.0,Canada
543717,22551,PLASTERS IN TIN SPACEBOY,4,2010-12-25 14:36:00,1.86,13302.0,United Kingdom
544794,22722,SET OF 6 SOLDIER SKITTLES,2,2011-05-04 08:51:00,5.98,13437.0,United Kingdom
541447,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-10-24 18:48:00,2.02,12996.0,United Kingdom
547756,22698,PINK REGENCY TEACUP AND SAUCER,2,2011-08-27 17:10:00,4.39,13798.0,United Kingdom
536416,23300,GARDENERS KNEELING PAD CUP OF TEA,1,2011-09-16 09:10:00,2.75,12354.0,United Kingdom
537770,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,2010-12-27 07:32:00,3.64,12541.0,United Kingdom
547898,22623,BOX OF VINTAGE JIGSAW BLOCKS,3,2011-03-06 08:50:00,5.47,13809.0,France
544953,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-04-25 11:52:00,3.38,13450.0,Belgium
549857,22386,JUMBO BAG PINK POLKADOT,2,2011-09-15 14:44:00,2.08,14073.0,United Kingdom
536438,22580,ADVENT CALENDAR GINGHAM SACK,3,2011-10-30 15:29:00,2.58,12356.0,United Kingdom
C551227,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,-8,2011-11-02 14:28:00,4.47,14280.0,United Kingdom
541795,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-09-18 08:40:00,2.49,13034.0,Spain
544401,23298,SPOTTY BUNNY DOORSTOP,1,2011-04-19 17:55:00,5.92,13394.0,United Kingdom
C550345,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2011-02-09 12:52:00,1.39,14143.0,United Kingdom
539482,22470,HEART OF WICKER LARGE,6,2011-06-28 12:51:00,4.32,12743.0,Norway
C538133,22752,SET 7 BABUSHKA NESTING BOXES,-2,2011-08-09 14:36:00,8.5,12585.0,United Kingdom
543497,22659,LUNCH BAG CARS BLUE,2,2011-06-02 14:34:00,1.69,13271.0,United Kingdom
544891,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2011-08-17 15:24:00,2.33,13443.0,United Kingdom
542004,21928,JUMBO BAG WOODLAND ANIMALS,3,2011-05-08 08:10:00,2.05,13066.0,United Kingdom
551039,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2011-08-23 11:35:00,4.0,14261.0,United Kingdom
545906,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-10-12 08:23:00,2.41,13577.0,United Kingdom
539817,23355,HOT WATER BOTTLE KEEP CALM,1,2011-07-10 07:32:00,5.12,12788.0,United Kingdom
543184,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2011-11-21 16:21:00,1.7,13222.0,United Kingdom
542292,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2011-01-05 07:11:00,2.92,13099.0,United Kingdom
550313,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,2011-02-21 19:31:00,5.48,14138.0,Spain
545916,22632,HAND WARMER RED POLKA DOT,4,2011-11-22 16:45:00,1.81,13579.0,United Kingdom
546929,22086,PAPER CHAIN KIT 50'S CHRISTMAS,23,2011-10-09 17:18:00,3.75,13712.0,United Kingdom
550381,23301,GARDENERS KNEELING PAD KEEP CALM,3,2011-09-19 09:15:00,2.25,14147.0,United Kingdom
542868,22469,HEART OF WICKER SMALL,1,2011-10-09 15:35:00,1.53,13185.0,United Kingdom
536744,47566,PARTY BUNTING,3,2011-11-11 18:34:00,5.16,12395.0,United Kingdom
546138,22383,LUNCH BAG SUKI DESIGN,2,2011-09-06 11:39:00,1.93,13603.0,United Kingdom
547436,22470,HEART OF WICKER LARGE,2,2011-09-02 11:13:00,3.84,13763.0,United Kingdom
543820,23298,SPOTTY BUNNY DOORSTOP,3,2011-11-29 18:33:00,4.85,13313.0,United Kingdom
546931,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-03-16 16:32:00,2.89,13712.0,United Kingdom
543898,21176,CHOCOLATE HOT WATER BOTTLE,4,2011-02-10 14:45:00,5.17,13324.0,United Kingdom
540694,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-09-19 09:08:00,4.65,12900.0,United Kingdom
550644,22748,POPPY'S PLAYHOUSE KITCHEN,1,2011-03-05 18:46:00,2.87,14202.0,United Kingdom
539066,22629,SPACEBOY LUNCH BOX,3,2011-12-08 15:07:00,2.35,12694.0,United Kingdom
540266,22698,PINK REGENCY TEACUP AND SAUCER,4,2011-11-26 12:56:00,3.04,12853.0,United Kingdom
546150,22310,IVORY KNITTED MUG COSY,3,2011-08-21 10:33:00,1.94,13603.0,United Kingdom
543347,22386,JUMBO BAG PINK POLKADOT,4,2011-08-26 11:09:00,1.74,13252.0,United Kingdom
543366,23084,RABBIT NIGHT LIGHT,3,2011-05-25 09:39:00,1.61,13255.0,United Kingdom
546003,22629,SPACEBOY LUNCH BOX,2,2011-09-11 08:35:00,2.3,13585.0,United Kingdom
544442,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-11-14 14:59:00,4.0,13395.0,USA
548284,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-10-03 17:05:00,1.13,13862.0,United Kingdom
541437,84029E,RED WOOLLY HOTTIE WHITE HEART.,9,2011-02-20 15:20:00,3.6,12996.0,United Kingdom
547828,22633,HAND WARMER UNION JACK,17,2011-08-17 17:53:00,2.41,13803.0,United Kingdom
541764,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-03-13 17:36:00,3.16,13034.0,Spain
541899,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-04-24 19:08:00,4.39,13050.0,United Kingdom
540655,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2011-11-18 13:35:00,3.03,12894.0,United Kingdom
545279,22698,PINK REGENCY TEACUP AND SAUCER,7,2011-09-24 12:17:00,3.46,13492.0,United Kingdom
545326,23298,SPOTTY BUNNY DOORSTOP,2,2011-08-26 11:46:00,5.55,13492.0,United Kingdom
538133,22722,SET OF 6 SOLDIER SKITTLES,2,2011-08-09 14:36:00,6.69,12585.0,United Kingdom
547215,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-04-10 12:59:00,4.98,13738.0,United Kingdom
547751,22698,PINK REGENCY TEACUP AND SAUCER,5,2011-02-17 07:35:00,3.23,13796.0,Australia
543788,23356,HOT WATER BOTTLE TEA AND SYMPATHY,5,2011-09-23 17:51:00,5.21,13311.0,United Kingdom
543773,22551,PLASTERS IN TIN SPACEBOY,3,2011-10-06 08:02:00,1.99,13310.0,United Kingdom
540331,22580,ADVENT CALENDAR GINGHAM SACK,1,2011-10-18 16:38:00,3.18,12860.0,United Kingdom
544525,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2011-03-03 15:25:00,3.83,13397.0,United Kingdom
539748,21232,STRAWBERRY CERAMIC TRINKET BOX,1,2011-07-03 19:03:00,1.74,12786.0,United Kingdom
550436,22697,GREEN REGENCY TEACUP AND SAUCER,2,2011-12-06 18:23:00,3.37,14156.0,United Kingdom
545837,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,2,2011-09-16 09:04:00,1.27,13571.0,United Kingdom
549507,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2011-06-28 11:49:00,6.2,14040.0,United Kingdom
550810,21175,GIN + TONIC DIET METAL SIGN,1,2011-07-01 13:34:00,3.06,14233.0,United Kingdom
550175,23356,HOT WATER BOTTLE TEA AND SYMPATHY,7,2011-09-06 08:37:00,4.87,14119.0,United Kingdom
541983,23298,SPOTTY BUNNY DOORSTOP,1,2011-05-24 09:45:00,4.82,13061.0,United Kingdom
551597,22697,GREEN REGENCY TEACUP AND SAUCER,2,2011-11-11 14:14:00,2.97,14331.0,United Kingdom
545731,22382,LUNCH BAG SPACEBOY DESIGN,4,2011-05-16 17:48:00,1.95,13552.0,United Kingdom
545992,23298,SPOTTY BUNNY DOORSTOP,1,2011-06-19 16:50:00,5.39,13585.0,United Kingdom
545491,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2011-09-07 19:42:00,3.89,13505.0,United Kingdom
540682,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2011-10-16 07:43:00,5.08,12900.0,United Kingdom
538655,23301,GARDENERS KNEELING PAD KEEP CALM,4,2011-06-18 08:12:00,2.42,12649.0,United Kingdom
542907,21232,STRAWBERRY CERAMIC TRINKET BOX,3,2011-10-18 13:31:00,1.37,13189.0,United Kingdom
551644,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2011-05-14 15:54:00,4.31,14332.0,United Kingdom
545353,22386,JUMBO BAG PINK POLKADOT,2,2011-07-03 16:39:00,2.46,13492.0,United Kingdom
541972,22326,ROUND SNACK BOXES SET OF4 WOODLAND,9,2011-11-07 08:15:00,2.85,13057.0,United Kingdom
540648,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-10-30 16:12:00,2.59,12894.0,United Kingdom
548708,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2011-07-16 18:27:00,3.63,13927.0,United Kingdom
546950,21175,GIN + TONIC DIET METAL SIGN,1,2011-10-04 11:01:00,2.57,13712.0,United Kingdom
539694,10002,INFLATABLE POLITICAL GLOBE,7,2010-12-29 07:57:00,0.82,12782.0,United Kingdom
545618,23084,RABBIT NIGHT LIGHT,3,2011-08-11 08:34:00,1.93,13533.0,United Kingdom
547394,22552,PLASTERS IN TIN STRONGMAN,3,2011-04-06 08:03:00,1.71,13754.0,United Kingdom
538838,23356,HOT WATER BOTTLE TEA AND SYMPATHY,3,2011-05-14 16:14:00,5.08,12673.0,United Kingdom
547969,22492,MINI PAINT SET VINTAGE,1,2011-10-31 13:20:00,0.49,13820.0,United Kingdom
551425,22551,PLASTERS IN TIN SPACEBOY,2,2011-10-29 17:23:00,1.76,14314.0,United Kingdom
547843,22492,MINI PAINT SET VINTAGE,1,2011-09-29 16:57:00,0.77,13803.0,United Kingdom
544397,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-08-17 14:11:00,2.93,13394.0,United Kingdom
544634,22469,HEART OF WICKER SMALL,2,2011-04-16 08:17:00,2.11,13412.0,United Kingdom
550266,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-04-09 09:43:00,3.05,14131.0,Switzerland
537345,21232,STRAWBERRY CERAMIC TRINKET BOX,7,2011-01-23 11:38:00,1.38,12475.0,United Kingdom
549207,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,4,2011-05-09 16:36:00,4.42,13986.0,United Kingdom
539149,22470,HEART OF WICKER LARGE,1,2011-05-09 12:16:00,3.6,12706.0,United Kingdom
546170,21176,CHOCOLATE HOT WATER BOTTLE,1,2011-07-29 11:31:00,4.5,13608.0,United Kingdom
548303,22552,PLASTERS IN TIN STRONGMAN,15,2011-11-24 14:12:00,1.69,13865.0,Spain
547035,22383,LUNCH BAG SUKI DESIGN,10,2011-06-04 12:29:00,2.3,13715.0,United Kingdom
544927,21176,CHOCOLATE HOT WATER BOTTLE,1,2011-07-26 10:08:00,4.55,13447.0,United Kingdom
548960,22552,PLASTERS IN TIN STRONGMAN,1,2011-06-26 09:33:00,2.36,13965.0,France
537508,23298,SPOTTY BUNNY DOORSTOP,5,2011-01-31 12:17:00,4.36,12499.0,United Kingdom
544201,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2011-07-27 14:46:00,4.23,13361.0,United Kingdom
550485,23301,GARDENERS KNEELING PAD KEEP CALM,2,2011-01-30 16:38:00,2.22,14169.0,United Kingdom
549917,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,8,2011-06-09 11:45:00,1.54,14075.0,United Kingdom
542245,22382,LUNCH BAG SPACEBOY DESIGN,1,2011-08-02 11:57:00,1.99,13094.0,United Kingdom
550421,23298,SPOTTY BUNNY DOORSTOP,3,2011-07-29 17:11:00,4.83,14153.0,United Kingdom
542515,22722,SET OF 6 SOLDIER SKITTLES,9,2011-10-09 07:06:00,8.91,13130.0,United Kingdom
547467,22382,LUNCH BAG SPACEBOY DESIGN,3,2011-08-24 14:38:00,2.45,13763.0,United Kingdom
546955,22633,HAND WARMER UNION JACK,1,2011-10-09 08:53:00,2.38,13712.0,United Kingdom
C548797,84029E,RED WOOLLY HOTTIE WHITE HEART.,-1,2011-07-31 10:11:00,3.33,13938.0,United Kingdom
C538762,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,-2,2011-11-15 11:28:00,1.26,12659.0,United Kingdom
536707,23298,SPOTTY BUNNY DOORSTOP,5,2011-03-21 09:08:00,5.48,12392.0,United Kingdom
549895,22423,REGENCY CAKESTAND 3 TIER,3,2011-08-20 08:51:00,14.75,14073.0,United Kingdom
541332,22629,SPACEBOY LUNCH BOX,5,2011-04-14 08:05:00,2.77,12986.0,United Kingdom
537964,22659,LUNCH BAG CARS BLUE,1,2011-07-17 19:30:00,2.28,12565.0,United Kingdom
548767,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,10,2011-11-02 13:16:00,1.46,13931.0,United Kingdom
548512,47566,PARTY BUNTING,1,2011-03-16 08:16:00,5.49,13894.0,United Kingdom
540912,22580,ADVENT CALENDAR GINGHAM SACK,1,2011-09-11 08:14:00,2.76,12924.0,United Kingdom
548045,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-05-27 18:47:00,5.22,13829.0,United Kingdom
536685,21175,GIN + TONIC DIET METAL SIGN,1,2010-12-27 07:10:00,2.41,12391.0,United Kingdom
547656,22383,LUNCH BAG SUKI DESIGN,3,2011-10-10 09:32:00,1.03,13777.0,United Kingdom
546838,22423,REGENCY CAKESTAND 3 TIER,16,2011-11-07 17:35:00,13.27,13695.0,United Kingdom
544042,22552,PLASTERS IN TIN STRONGMAN,5,2011-05-03 14:48:00,2.09,13344.0,United Kingdom
545507,22580,ADVENT CALENDAR GINGHAM SACK,2,2011-07-05 18:11:00,2.61,13506.0,Portugal
547831,22326,ROUND SNACK BOXES SET OF4 WOODLAND,3,2011-02-03 19:57:00,3.33,13803.0,United Kingdom
538650,22492,MINI PAINT SET VINTAGE,1,2011-06-15 08:19:00,0.74,12649.0,United Kingdom
539727,22698,PINK REGENCY TEACUP AND SAUCER,3,2011-02-12 10:30:00,3.14,12785.0,United Kingdom
549022,22383,LUNCH BAG SUKI DESIGN,4,2011-05-13 09:28:00,1.91,13968.0,United Kingdom
548811,23298,SPOTTY BUNNY DOORSTOP,1,2011-03-24 14:48:00,4.29,13938.0,United Kingdom
551435,22632,HAND WARMER RED POLKA DOT,4,2011-10-22 17:05:00,2.23,14314.0,United Kingdom
547453,23298,SPOTTY BUNNY DOORSTOP,2,2011-10-13 12:58:00,6.28,13763.0,United Kingdom
