InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
530206,SKU-002,Organic Green Tea,1,2024-08-14 19:41:00,9.17,10063.0,Netherlands,9.17
530206,SKU-010,Bluetooth Speaker,1,2024-03-17 22:18:00,45.36,10019.0,Italy,45.36
530207,SKU-007,Desk Lamp,1,2024-10-25 19:51:00,35.69,10120.0,Portugal,35.69
530207,SKU-008,Yoga Mat,2,2025-03-20 19:08:00,27.37,10042.0,France,54.74
530207,SKU-004,Reusable Bottle,1,2024-05-16 10:40:00,16.13,10041.0,Spain,16.13
530208,SKU-005,Notebook A5,2,2024-07-23 16:28:00,5.09,10102.0,Portugal,10.18
530208,SKU-007,Desk Lamp,1,2024-11-11 11:11:00,31.83,10078.0,Portugal,31.83
530208,SKU-010,Bluetooth Speaker,1,2024-06-11 19:02:00,43.49,10052.0,Spain,43.49
530209,SKU-010,Bluetooth Speaker,1,2024-03-08 10:45:00,42.6,10017.0,Italy,42.6
530209,SKU-008,Yoga Mat,1,2024-10-23 17:05:00,25.9,10105.0,Netherlands,25.9
530209,SKU-011,Cotton Tote Bag,6,2024-02-21 21:50:00,10.74,10078.0,Portugal,64.44
530210,SKU-005,Notebook A5,4,2024-05-24 13:26:00,5.3,10144.0,United Kingdom,21.2
530210,SKU-001,Premium Coffee Beans,2,2024-11-06 16:15:00,12.63,10030.0,Portugal,25.26
530210,SKU-004,Reusable Bottle,2,2024-08-17 09:33:00,16.7,10074.0,Netherlands,33.4
530211,SKU-002,Organic Green Tea,1,2024-10-09 17:23:00,8.15,10109.0,Italy,8.15
530211,SKU-009,Running Socks,6,2025-01-12 16:14:00,6.91,10078.0,Portugal,41.46
530211,SKU-008,Yoga Mat,1,2024-09-15 20:40:00,22.29,10047.0,Netherlands,22.29
530212,SKU-011,Cotton Tote Bag,1,2024-07-20 11:17:00,9.45,10076.0,Germany,9.45
530212,SKU-001,Premium Coffee Beans,2,2024-07-28 11:07:00,11.91,10145.0,United Kingdom,23.82
530212,SKU-003,Ceramic Mug,1,2024-09-16 18:54:00,7.98,10072.0,Portugal,7.98
530213,SKU-008,Yoga Mat,2,2024-09-17 15:11:00,27.16,10084.0,United Kingdom,54.32
530213,SKU-003,Ceramic Mug,1,2024-07-14 18:59:00,7.31,10140.0,France,7.31
530213,SKU-001,Premium Coffee Beans,2,2024-09-07 08:41:00,11.94,10032.0,Portugal,23.88
530214,SKU-006,Wireless Charger,1,2025-01-16 12:13:00,23.85,10034.0,Italy,23.85
530214,SKU-007,Desk Lamp,1,2024-09-25 12:21:00,31.87,10097.0,Germany,31.87
530214,SKU-010,Bluetooth Speaker,1,2024-09-05 20:56:00,43.83,10092.0,Italy,43.83
530215,SKU-008,Yoga Mat,6,2024-05-31 08:06:00,23.47,10051.0,Germany,140.82
530215,SKU-012,Phone Stand,4,2024-08-16 08:59:00,12.49,10070.0,Germany,49.96
530215,SKU-009,Running Socks,1,2024-08-09 10:10:00,6.83,10126.0,United Kingdom,6.83
530216,SKU-001,Premium Coffee Beans,1,2024-07-15 15:32:00,13.8,10120.0,Portugal,13.8
530216,SKU-002,Organic Green Tea,1,2024-09-17 09:57:00,8.07,10078.0,Portugal,8.07
530216,SKU-004,Reusable Bottle,1,2025-01-23 19:28:00,14.48,10063.0,Netherlands,14.48
530217,SKU-010,Bluetooth Speaker,2,2024-02-20 17:20:00,48.65,10127.0,United Kingdom,97.3
530217,SKU-007,Desk Lamp,10,2025-01-08 11:47:00,30.69,10010.0,Netherlands,306.9
530217,SKU-011,Cotton Tote Bag,1,2024-07-29 22:20:00,9.83,10043.0,United Kingdom,9.83
530218,SKU-004,Reusable Bottle,2,2024-05-23 20:07:00,16.67,10051.0,Germany,33.34
530218,SKU-006,Wireless Charger,1,2024-12-30 11:06:00,22.02,10116.0,United Kingdom,22.02
530218,SKU-004,Reusable Bottle,2,2024-08-27 19:26:00,15.63,10005.0,Spain,31.26
530219,SKU-004,Reusable Bottle,6,2024-10-13 14:57:00,16.37,10133.0,Germany,98.22
530219,SKU-004,Reusable Bottle,1,2024-11-13 09:30:00,15.12,10016.0,France,15.12
530219,SKU-010,Bluetooth Speaker,1,2024-10-05 15:03:00,42.58,10063.0,Netherlands,42.58
530220,SKU-007,Desk Lamp,1,2024-03-30 10:13:00,30.95,10085.0,Netherlands,30.95
530220,SKU-010,Bluetooth Speaker,4,2024-03-23 15:11:00,42.49,10040.0,Italy,169.96
530220,SKU-007,Desk Lamp,1,2024-03-16 13:08:00,28.41,10076.0,Germany,28.41
530221,SKU-008,Yoga Mat,2,2024-08-01 19:12:00,24.42,10146.0,Spain,48.84
530221,SKU-011,Cotton Tote Bag,1,2024-10-17 13:17:00,11.09,10044.0,Germany,11.09
530221,SKU-004,Reusable Bottle,3,2024-05-03 13:08:00,14.31,10032.0,Portugal,42.93
530222,SKU-001,Premium Coffee Beans,1,2025-02-02 19:36:00,13.09,10010.0,Netherlands,13.09
530222,SKU-001,Premium Coffee Beans,6,2025-01-12 12:08:00,14.04,10015.0,United Kingdom,84.24
530222,SKU-002,Organic Green Tea,1,2024-12-22 21:29:00,9.12,10140.0,France,9.12
530223,SKU-008,Yoga Mat,3,2024-07-27 14:10:00,26.25,10128.0,Netherlands,78.75
530223,SKU-006,Wireless Charger,1,2024-04-26 11:56:00,25.96,10043.0,United Kingdom,25.96
530223,SKU-005,Notebook A5,2,2024-08-09 17:10:00,6.16,10047.0,Netherlands,12.32
530224,SKU-011,Cotton Tote Bag,2,2024-12-31 17:57:00,9.99,10052.0,Spain,19.98
530224,SKU-003,Ceramic Mug,2,2025-01-30 17:35:00,7.84,10058.0,Italy,15.68
530224,SKU-004,Reusable Bottle,4,2024-08-08 09:26:00,15.66,10040.0,Italy,62.64
530225,SKU-009,Running Socks,1,2024-12-01 15:55:00,7.24,10120.0,Portugal,7.24
530225,SKU-004,Reusable Bottle,1,2024-08-17 17:30:00,16.62,10131.0,Germany,16.62
530225,SKU-008,Yoga Mat,1,2025-04-10 12:00:00,23.28,10005.0,Spain,23.28
530226,SKU-012,Phone Stand,1,2024-07-31 14:47:00,12.51,10146.0,Spain,12.51
530226,SKU-004,Reusable Bottle,2,2024-09-14 11:20:00,16.66,10092.0,Italy,33.32
530226,SKU-007,Desk Lamp,1,2024-05-19 17:14:00,33.04,10041.0,Spain,33.04
530227,SKU-010,Bluetooth Speaker,1,2024-08-30 10:58:00,40.8,10043.0,United Kingdom,40.8
530227,SKU-010,Bluetooth Speaker,2,2024-08-19 22:00:00,50.23,10016.0,France,100.46
530227,SKU-007,Desk Lamp,1,2024-10-08 08:02:00,29.09,10099.0,Netherlands,29.09
530228,SKU-008,Yoga Mat,10,2024-09-14 19:49:00,25.7,10110.0,France,257.0
530228,SKU-009,Running Socks,1,2024-12-31 08:27:00,6.5,10042.0,France,6.5
530228,SKU-009,Running Socks,1,2024-11-06 14:30:00,6.86,10043.0,United Kingdom,6.86
530229,SKU-012,Phone Stand,1,2024-08-03 21:06:00,12.39,10140.0,France,12.39
530229,SKU-008,Yoga Mat,2,2024-05-23 15:15:00,21.94,10040.0,Italy,43.88
530229,SKU-002,Organic Green Tea,5,2024-09-20 16:48:00,9.34,10020.0,Netherlands,46.7
530230,SKU-001,Premium Coffee Beans,2,2024-09-05 19:46:00,14.66,10051.0,Germany,29.32
530230,SKU-007,Desk Lamp,2,2024-03-17 11:08:00,32.68,10105.0,Netherlands,65.36
530230,SKU-006,Wireless Charger,5,2024-06-28 12:15:00,22.15,10066.0,Spain,110.75
530231,SKU-011,Cotton Tote Bag,1,2024-05-07 09:01:00,11.03,10061.0,Portugal,11.03
530231,SKU-008,Yoga Mat,4,2024-12-20 18:19:00,23.29,10078.0,Portugal,93.16
530231,SKU-003,Ceramic Mug,1,2025-02-01 19:29:00,7.21,10075.0,France,7.21
530232,SKU-010,Bluetooth Speaker,1,2024-08-27 19:37:00,43.33,10059.0,Germany,43.33
530232,SKU-001,Premium Coffee Beans,3,2024-12-22 15:29:00,12.59,10057.0,France,37.77
530232,SKU-003,Ceramic Mug,4,2024-03-22 21:45:00,8.08,10067.0,United Kingdom,32.32
530233,SKU-007,Desk Lamp,2,2024-09-28 10:50:00,32.7,10037.0,Italy,65.4
530233,SKU-006,Wireless Charger,1,2024-07-27 18:29:00,23.69,10126.0,United Kingdom,23.69
530233,SKU-012,Phone Stand,1,2024-12-09 18:00:00,11.5,10116.0,United Kingdom,11.5
530234,SKU-011,Cotton Tote Bag,2,2024-04-16 09:24:00,10.18,10032.0,Portugal,20.36
530234,SKU-012,Phone Stand,1,2024-10-03 13:33:00,11.95,10013.0,Italy,11.95
530234,SKU-001,Premium Coffee Beans,1,2024-06-17 12:27:00,13.08,10061.0,Portugal,13.08
530235,SKU-005,Notebook A5,3,2024-05-14 19:39:00,4.9,10143.0,Italy,14.7
530235,SKU-009,Running Socks,2,2024-09-16 17:50:00,7.56,10140.0,France,15.12
530235,SKU-004,Reusable Bottle,1,2025-03-13 20:43:00,16.02,10051.0,Germany,16.02
530236,SKU-002,Organic Green Tea,1,2024-06-08 17:56:00,9.28,10026.0,France,9.28
530236,SKU-006,Wireless Charger,1,2025-02-20 19:59:00,21.58,10047.0,Netherlands,21.58
530236,SKU-001,Premium Coffee Beans,1,2024-06-20 16:58:00,12.97,10003.0,Portugal,12.97
530237,SKU-011,Cotton Tote Bag,4,2024-08-26 13:56:00,9.93,10138.0,France,39.72
530237,SKU-001,Premium Coffee Beans,1,2024-03-21 09:24:00,14.64,10077.0,United Kingdom,14.64
530237,SKU-006,Wireless Charger,1,2024-08-31 15:39:00,23.42,10032.0,Portugal,23.42
530238,SKU-001,Premium Coffee Beans,1,2024-08-05 13:23:00,13.82,10005.0,Spain,13.82
530238,SKU-003,Ceramic Mug,1,2024-09-21 18:35:00,8.08,10040.0,Italy,8.08
530238,SKU-012,Phone Stand,1,2024-09-04 09:35:00,12.5,10051.0,Germany,12.5
530239,SKU-012,Phone Stand,1,2024-02-17 20:13:00,10.45,10019.0,Italy,10.45
530239,SKU-003,Ceramic Mug,1,2024-12-26 13:15:00,7.56,10068.0,Netherlands,7.56
530239,SKU-009,Running Socks,1,2024-09-06 09:41:00,6.28,10064.0,Portugal,6.28
530240,SKU-008,Yoga Mat,10,2024-05-30 19:48:00,22.32,10131.0,Germany,223.2
530240,SKU-010,Bluetooth Speaker,2,2024-10-21 21:44:00,50.04,10024.0,Germany,100.08
530240,SKU-004,Reusable Bottle,1,2024-10-07 20:47:00,16.08,10106.0,France,16.08
530241,SKU-004,Reusable Bottle,1,2024-10-16 13:22:00,15.59,10071.0,France,15.59
530241,SKU-005,Notebook A5,2,2024-11-08 16:43:00,5.73,10090.0,Spain,11.46
530241,SKU-007,Desk Lamp,2,2024-08-25 12:03:00,30.25,10073.0,France,60.5
530242,SKU-002,Organic Green Tea,2,2024-09-30 13:22:00,9.72,10000.0,Netherlands,19.44
530242,SKU-008,Yoga Mat,1,2024-06-07 15:32:00,22.02,10055.0,Netherlands,22.02
530242,SKU-009,Running Socks,1,2024-10-05 21:07:00,7.4,10109.0,Italy,7.4
530243,SKU-008,Yoga Mat,4,2024-08-23 19:34:00,23.31,10067.0,United Kingdom,93.24
530243,SKU-011,Cotton Tote Bag,4,2024-05-23 21:34:00,8.97,10131.0,Germany,35.88
530243,SKU-005,Notebook A5,1,2025-03-17 15:39:00,5.61,10016.0,France,5.61
530244,SKU-006,Wireless Charger,4,2024-08-25 20:43:00,22.41,10057.0,France,89.64
530244,SKU-012,Phone Stand,3,2024-12-26 20:56:00,11.82,10141.0,Spain,35.46
530244,SKU-002,Organic Green Tea,1,2024-09-26 11:57:00,9.74,10110.0,France,9.74
530245,SKU-008,Yoga Mat,3,2024-09-04 09:05:00,21.84,10047.0,Netherlands,65.52
530245,SKU-007,Desk Lamp,1,2024-10-12 22:11:00,29.02,10108.0,Germany,29.02
530245,SKU-005,Notebook A5,1,2024-06-17 09:06:00,5.03,10142.0,Netherlands,5.03
530246,SKU-003,Ceramic Mug,2,2024-11-16 12:07:00,7.38,10142.0,Netherlands,14.76
530246,SKU-012,Phone Stand,1,2024-09-22 10:31:00,11.06,10068.0,Netherlands,11.06
530246,SKU-003,Ceramic Mug,3,2024-08-15 21:13:00,6.75,10146.0,Spain,20.25
530247,SKU-009,Running Socks,1,2024-06-02 18:01:00,6.57,10110.0,France,6.57
530247,SKU-005,Notebook A5,3,2024-07-17 14:43:00,4.97,10077.0,United Kingdom,14.91
530247,SKU-009,Running Socks,2,2024-06-15 22:08:00,6.59,10065.0,Netherlands,13.18
530248,SKU-008,Yoga Mat,6,2025-04-10 13:26:00,26.45,10143.0,Italy,158.7
530248,SKU-008,Yoga Mat,1,2024-07-25 19:41:00,23.51,10032.0,Portugal,23.51
530248,SKU-001,Premium Coffee Beans,3,2024-11-10 12:12:00,12.21,10144.0,United Kingdom,36.63
530249,SKU-002,Organic Green Tea,3,2024-05-23 08:55:00,9.5,10136.0,Italy,28.5
530249,SKU-004,Reusable Bottle,1,2024-10-19 21:33:00,15.95,10044.0,Germany,15.95
530249,SKU-011,Cotton Tote Bag,1,2025-04-15 13:26:00,10.59,10017.0,Italy,10.59
530250,SKU-010,Bluetooth Speaker,1,2024-04-09 13:41:00,43.62,10102.0,Portugal,43.62
530250,SKU-011,Cotton Tote Bag,1,2024-06-04 20:20:00,10.33,10043.0,United Kingdom,10.33
530250,SKU-008,Yoga Mat,3,2024-05-31 17:42:00,24.39,10051.0,Germany,73.17
530251,SKU-012,Phone Stand,1,2024-03-24 16:53:00,13.16,10004.0,United Kingdom,13.16
530251,SKU-009,Running Socks,1,2024-04-14 15:29:00,7.23,10110.0,France,7.23
530251,SKU-005,Notebook A5,1,2024-09-24 17:08:00,5.96,10107.0,France,5.96
530252,SKU-005,Notebook A5,3,2025-01-12 10:50:00,6.13,10109.0,Italy,18.39
530252,SKU-005,Notebook A5,2,2024-12-04 11:30:00,5.8,10061.0,Portugal,11.6
530252,SKU-006,Wireless Charger,1,2024-07-29 12:49:00,22.22,10147.0,Italy,22.22
530253,SKU-001,Premium Coffee Beans,1,2024-11-05 10:22:00,11.88,10043.0,United Kingdom,11.88
530253,SKU-005,Notebook A5,2,2024-06-26 15:10:00,5.2,10105.0,Netherlands,10.4
530253,SKU-010,Bluetooth Speaker,2,2025-01-10 22:10:00,50.09,10085.0,Netherlands,100.18
530254,SKU-012,Phone Stand,2,2025-01-28 16:18:00,12.67,10144.0,United Kingdom,25.34
530254,SKU-003,Ceramic Mug,1,2025-03-10 10:53:00,7.33,10131.0,Germany,7.33
530254,SKU-012,Phone Stand,1,2024-08-10 19:57:00,11.13,10112.0,United Kingdom,11.13
530255,SKU-011,Cotton Tote Bag,1,2024-12-10 20:09:00,8.93,10047.0,Netherlands,8.93
530255,SKU-003,Ceramic Mug,1,2024-09-30 11:07:00,6.94,10051.0,Germany,6.94
530255,SKU-001,Premium Coffee Beans,1,2024-10-18 13:36:00,12.0,10043.0,United Kingdom,12.0
530256,SKU-003,Ceramic Mug,1,2025-03-18 15:16:00,7.19,10031.0,France,7.19
530256,SKU-006,Wireless Charger,1,2024-09-04 10:13:00,21.03,10083.0,Spain,21.03
530256,SKU-009,Running Socks,1,2024-08-11 19:02:00,6.45,10009.0,Italy,6.45
530257,SKU-011,Cotton Tote Bag,10,2024-08-10 13:22:00,10.46,10098.0,Spain,104.6
530257,SKU-003,Ceramic Mug,3,2024-08-28 13:28:00,7.81,10144.0,United Kingdom,23.43
530257,SKU-009,Running Socks,1,2024-07-05 10:34:00,6.49,10021.0,Portugal,6.49
530258,SKU-005,Notebook A5,1,2024-11-02 09:58:00,5.48,10063.0,Netherlands,5.48
530258,SKU-001,Premium Coffee Beans,1,2024-05-12 14:59:00,13.49,10074.0,Netherlands,13.49
530258,SKU-008,Yoga Mat,1,2024-07-07 20:09:00,26.82,10146.0,Spain,26.82
530259,SKU-008,Yoga Mat,4,2024-09-13 22:20:00,24.05,10013.0,Italy,96.2
530259,SKU-003,Ceramic Mug,1,2024-07-14 08:47:00,8.07,10050.0,Italy,8.07
530259,SKU-009,Running Socks,2,2024-12-07 16:21:00,6.65,10101.0,Germany,13.3
530260,SKU-011,Cotton Tote Bag,1,2024-12-01 19:18:00,9.68,10084.0,United Kingdom,9.68
530260,SKU-008,Yoga Mat,4,2024-08-12 22:18:00,22.0,10090.0,Spain,88.0
530260,SKU-010,Bluetooth Speaker,1,2024-10-24 18:09:00,51.2,10072.0,Portugal,51.2
530261,SKU-010,Bluetooth Speaker,1,2024-10-19 19:58:00,41.66,10068.0,Netherlands,41.66
530261,SKU-008,Yoga Mat,5,2024-10-23 13:44:00,21.68,10043.0,United Kingdom,108.4
530261,SKU-002,Organic Green Tea,2,2024-11-24 19:30:00,9.43,10035.0,Spain,18.86
530262,SKU-001,Premium Coffee Beans,5,2024-09-20 10:43:00,13.86,10047.0,Netherlands,69.3
530262,SKU-009,Running Socks,1,2025-03-08 09:19:00,6.42,10082.0,Italy,6.42
530262,SKU-001,Premium Coffee Beans,3,2024-10-08 14:39:00,14.31,10043.0,United Kingdom,42.93
530263,SKU-004,Reusable Bottle,1,2025-02-05 15:22:00,13.64,10072.0,Portugal,13.64
530263,SKU-002,Organic Green Tea,1,2024-12-28 13:03:00,7.95,10126.0,United Kingdom,7.95
530263,SKU-010,Bluetooth Speaker,4,2024-08-31 18:12:00,48.9,10078.0,Portugal,195.6
530264,SKU-010,Bluetooth Speaker,2,2025-02-07 16:14:00,45.53,10114.0,Italy,91.06
530264,SKU-005,Notebook A5,1,2024-06-24 11:01:00,5.05,10030.0,Portugal,5.05
530264,SKU-002,Organic Green Tea,1,2024-03-10 16:54:00,7.73,10078.0,Portugal,7.73
530265,SKU-008,Yoga Mat,2,2024-07-30 18:42:00,26.97,10120.0,Portugal,53.94
530265,SKU-002,Organic Green Tea,8,2024-10-07 16:25:00,8.04,10013.0,Italy,64.32
530265,SKU-004,Reusable Bottle,2,2024-08-19 15:20:00,16.73,10097.0,Germany,33.46
530266,SKU-010,Bluetooth Speaker,1,2024-04-18 17:32:00,42.87,10026.0,France,42.87
530266,SKU-001,Premium Coffee Beans,5,2024-04-08 22:42:00,12.99,10042.0,France,64.95
530266,SKU-006,Wireless Charger,4,2025-04-28 14:09:00,24.92,10074.0,Netherlands,99.68
530267,SKU-012,Phone Stand,3,2025-03-08 21:27:00,12.38,10145.0,United Kingdom,37.14
530267,SKU-006,Wireless Charger,1,2024-10-16 14:23:00,22.62,10015.0,United Kingdom,22.62
530267,SKU-001,Premium Coffee Beans,2,2025-02-12 12:22:00,11.72,10044.0,Germany,23.44
530268,SKU-006,Wireless Charger,2,2025-03-08 12:28:00,25.94,10109.0,Italy,51.88
530268,SKU-009,Running Socks,2,2024-06-08 09:13:00,7.15,10108.0,Germany,14.3
530268,SKU-012,Phone Stand,4,2024-12-03 22:28:00,10.91,10108.0,Germany,43.64
530269,SKU-012,Phone Stand,1,2024-02-03 14:51:00,10.93,10084.0,United Kingdom,10.93
530269,SKU-008,Yoga Mat,3,2024-06-28 12:10:00,23.31,10020.0,Netherlands,69.93
530269,SKU-012,Phone Stand,1,2024-02-04 22:27:00,11.17,10144.0,United Kingdom,11.17
530270,SKU-012,Phone Stand,1,2024-04-08 22:26:00,12.06,10020.0,Netherlands,12.06
530270,SKU-003,Ceramic Mug,1,2025-01-03 21:37:00,7.24,10032.0,Portugal,7.24
530270,SKU-010,Bluetooth Speaker,1,2024-08-11 09:09:00,48.94,10138.0,France,48.94
530271,SKU-004,Reusable Bottle,1,2024-10-18 12:30:00,15.33,10014.0,United Kingdom,15.33
530271,SKU-009,Running Socks,5,2024-08-08 13:04:00,7.24,10110.0,France,36.2
530271,SKU-010,Bluetooth Speaker,8,2024-12-20 20:24:00,50.76,10069.0,Spain,406.08
530272,SKU-002,Organic Green Tea,2,2024-07-01 08:26:00,8.09,10043.0,United Kingdom,16.18
530272,SKU-011,Cotton Tote Bag,1,2025-03-10 22:17:00,9.28,10141.0,Spain,9.28
530272,SKU-007,Desk Lamp,1,2024-07-28 10:35:00,30.06,10118.0,Spain,30.06
530273,SKU-008,Yoga Mat,1,2024-10-20 19:36:00,21.69,10078.0,Portugal,21.69
530273,SKU-003,Ceramic Mug,1,2024-08-16 11:11:00,7.95,10013.0,Italy,7.95
530273,SKU-007,Desk Lamp,1,2024-09-26 12:35:00,34.4,10130.0,Portugal,34.4
530274,SKU-008,Yoga Mat,1,2024-09-13 08:52:00,22.41,10046.0,Germany,22.41
530274,SKU-005,Notebook A5,1,2024-10-11 21:37:00,4.96,10007.0,Germany,4.96
530274,SKU-005,Notebook A5,1,2024-04-08 15:35:00,5.12,10032.0,Portugal,5.12
530275,SKU-012,Phone Stand,1,2024-10-18 15:14:00,11.46,10137.0,Netherlands,11.46
530275,SKU-001,Premium Coffee Beans,2,2024-06-16 20:00:00,14.34,10096.0,Portugal,28.68
530275,SKU-003,Ceramic Mug,3,2024-08-13 12:19:00,8.25,10069.0,Spain,24.75
530276,SKU-011,Cotton Tote Bag,6,2024-09-10 21:40:00,10.08,10109.0,Italy,60.48
530276,SKU-008,Yoga Mat,4,2025-03-09 09:41:00,23.55,10106.0,France,94.2
530276,SKU-011,Cotton Tote Bag,1,2024-09-18 22:18:00,9.36,10112.0,United Kingdom,9.36
530277,SKU-007,Desk Lamp,5,2024-05-15 10:31:00,33.33,10053.0,Netherlands,166.65
530277,SKU-012,Phone Stand,1,2024-07-20 18:15:00,11.97,10081.0,Germany,11.97
530277,SKU-001,Premium Coffee Beans,3,2025-03-17 09:48:00,12.3,10032.0,Portugal,36.9
530278,SKU-005,Notebook A5,1,2024-11-18 15:04:00,5.24,10032.0,Portugal,5.24
530278,SKU-010,Bluetooth Speaker,2,2025-03-02 19:23:00,44.9,10006.0,Spain,89.8
530278,SKU-010,Bluetooth Speaker,6,2024-10-31 15:36:00,48.59,10063.0,Netherlands,291.54
530279,SKU-007,Desk Lamp,6,2024-10-29 21:16:00,35.4,10078.0,Portugal,212.4
530279,SKU-011,Cotton Tote Bag,2,2024-07-09 18:30:00,9.66,10099.0,Netherlands,19.32
530279,SKU-012,Phone Stand,1,2024-09-23 21:07:00,11.07,10110.0,France,11.07
530280,SKU-006,Wireless Charger,1,2024-12-19 16:46:00,24.06,10117.0,Portugal,24.06
530280,SKU-010,Bluetooth Speaker,2,2024-07-06 08:54:00,44.14,10032.0,Portugal,88.28
530280,SKU-005,Notebook A5,1,2025-04-03 10:37:00,4.9,10053.0,Netherlands,4.9
530281,SKU-001,Premium Coffee Beans,1,2024-10-16 10:20:00,12.76,10094.0,Italy,12.76
530281,SKU-008,Yoga Mat,2,2024-10-30 22:44:00,22.28,10096.0,Portugal,44.56
530281,SKU-003,Ceramic Mug,1,2024-03-01 13:10:00,7.23,10092.0,Italy,7.23
530282,SKU-001,Premium Coffee Beans,1,2024-11-03 12:23:00,12.61,10063.0,Netherlands,12.61
530282,SKU-007,Desk Lamp,1,2024-10-29 18:58:00,32.82,10051.0,Germany,32.82
530282,SKU-006,Wireless Charger,2,2024-09-16 08:18:00,23.3,10053.0,Netherlands,46.6
530283,SKU-005,Notebook A5,2,2024-10-20 16:40:00,5.25,10071.0,France,10.5
530283,SKU-002,Organic Green Tea,1,2024-10-14 16:12:00,9.5,10024.0,Germany,9.5
530283,SKU-011,Cotton Tote Bag,1,2024-11-21 10:48:00,10.97,10061.0,Portugal,10.97
530284,SKU-002,Organic Green Tea,2,2025-01-03 17:48:00,7.68,10130.0,Portugal,15.36
530284,SKU-003,Ceramic Mug,1,2024-11-06 16:20:00,6.61,10019.0,Italy,6.61
530284,SKU-006,Wireless Charger,1,2024-07-16 21:54:00,25.59,10069.0,Spain,25.59
530285,SKU-011,Cotton Tote Bag,1,2024-11-27 20:19:00,8.99,10029.0,Italy,8.99
530285,SKU-005,Notebook A5,3,2025-02-11 18:44:00,6.04,10096.0,Portugal,18.12
530285,SKU-012,Phone Stand,2,2024-04-08 13:06:00,11.09,10051.0,Germany,22.18
530286,SKU-009,Running Socks,1,2025-01-10 17:22:00,6.81,10017.0,Italy,6.81
530286,SKU-003,Ceramic Mug,1,2024-08-27 08:08:00,8.23,10078.0,Portugal,8.23
530286,SKU-009,Running Socks,2,2024-08-17 12:23:00,6.32,10047.0,Netherlands,12.64
530287,SKU-008,Yoga Mat,3,2024-04-21 14:21:00,22.02,10068.0,Netherlands,66.06
530287,SKU-003,Ceramic Mug,2,2024-11-10 09:13:00,7.5,10026.0,France,15.0
530287,SKU-003,Ceramic Mug,4,2024-11-25 16:14:00,7.94,10066.0,Spain,31.76
530288,SKU-004,Reusable Bottle,2,2024-08-27 20:57:00,16.74,10116.0,United Kingdom,33.48
530288,SKU-009,Running Socks,1,2024-03-21 17:44:00,7.86,10140.0,France,7.86
530288,SKU-009,Running Socks,4,2024-08-08 21:34:00,6.42,10045.0,Italy,25.68
530289,SKU-012,Phone Stand,1,2024-06-25 16:44:00,11.75,10015.0,United Kingdom,11.75
530289,SKU-002,Organic Green Tea,8,2024-08-22 14:29:00,8.75,10099.0,Netherlands,70.0
530289,SKU-002,Organic Green Tea,2,2024-09-11 09:52:00,7.67,10073.0,France,15.34
530290,SKU-003,Ceramic Mug,1,2024-04-22 22:01:00,7.75,10000.0,Netherlands,7.75
530290,SKU-008,Yoga Mat,4,2025-02-09 13:19:00,27.46,10035.0,Spain,109.84
530290,SKU-012,Phone Stand,1,2024-09-09 13:08:00,10.85,10141.0,Spain,10.85
530291,SKU-008,Yoga Mat,4,2024-12-29 22:38:00,24.2,10114.0,Italy,96.8
530291,SKU-009,Running Socks,1,2024-03-11 20:21:00,7.51,10107.0,France,7.51
530291,SKU-003,Ceramic Mug,10,2024-04-20 19:19:00,8.02,10063.0,Netherlands,80.2
530292,SKU-001,Premium Coffee Beans,3,2024-12-14 19:52:00,14.56,10068.0,Netherlands,43.68
530292,SKU-002,Organic Green Tea,5,2024-05-17 11:08:00,7.82,10047.0,Netherlands,39.1
530292,SKU-012,Phone Stand,3,2024-08-31 10:44:00,12.73,10063.0,Netherlands,38.19
530293,SKU-004,Reusable Bottle,1,2025-02-24 12:08:00,13.73,10102.0,Portugal,13.73
530293,SKU-004,Reusable Bottle,1,2024-09-07 10:05:00,15.08,10132.0,Italy,15.08
530293,SKU-007,Desk Lamp,1,2024-06-04 19:48:00,29.96,10029.0,Italy,29.96
530294,SKU-002,Organic Green Tea,1,2024-12-07 09:01:00,8.86,10032.0,Portugal,8.86
530294,SKU-008,Yoga Mat,2,2024-10-29 20:27:00,25.61,10131.0,Germany,51.22
530294,SKU-001,Premium Coffee Beans,2,2024-04-03 11:06:00,14.38,10064.0,Portugal,28.76
530295,SKU-001,Premium Coffee Beans,1,2024-11-25 20:42:00,11.65,10109.0,Italy,11.65
530295,SKU-009,Running Socks,1,2024-11-30 17:03:00,7.51,10037.0,Italy,7.51
530295,SKU-008,Yoga Mat,1,2024-09-07 09:58:00,25.83,10116.0,United Kingdom,25.83
530296,SKU-005,Notebook A5,2,2024-04-12 08:04:00,5.1,10026.0,France,10.2
530296,SKU-005,Notebook A5,2,2024-05-15 18:00:00,5.11,10068.0,Netherlands,10.22
530296,SKU-002,Organic Green Tea,1,2024-06-17 20:07:00,8.49,10035.0,Spain,8.49
530297,SKU-010,Bluetooth Speaker,1,2024-11-28 11:37:00,48.59,10091.0,France,48.59
530297,SKU-004,Reusable Bottle,1,2025-01-11 10:42:00,13.8,10021.0,Portugal,13.8
530297,SKU-006,Wireless Charger,1,2024-10-11 08:05:00,23.94,10026.0,France,23.94
530298,SKU-003,Ceramic Mug,4,2024-08-14 21:47:00,7.15,10146.0,Spain,28.6
